id,text,county,created_at,sentiment_score,sentiment_label,keywords,retweet_count,favorite_count,source_type,username,location,title,source,url,health_relevance_score,disease_type,outbreak_status,case_count,interest_score,date,outbreak_occurred,health_relevance_score_computed,is_recent,is_weekend,text_length,word_count,has_county,is_social_media,is_news,is_official,engagement_score,high_engagement
43,"Abstract
Background and aim
To prevent the spread of infectious diseases, successful interventions require early detection. The timing of implementation of preventive measures is crucial, but as ou… [+55320 chars]",,2025-10-13 17:00:00.000000,0.0,,"['disease', 'outbreak', 'tb']",0,0,news,,,Multivariate resilience indicators to anticipate vector-borne disease outbreaks: A West Nile virus case-study,News API,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1012703,,,,,0,2025-10-13,0,0.3,False,False,215,30,0,0,1,1,0,0
44,"Africa carries a heavy health burden. It accounts for 25% of the global disease burden despite having only 18% of the global population. 

The situation reflects deep-rooted challenges in healthcare … [+6185 chars]",,2025-10-13 16:40:29.000000,0.0,,"['health', 'disease']",0,0,news,,,Africa imports over 70% of its medicines. Making active ingredients locally would change this,News API,https://theconversation.com/africa-imports-over-70-of-its-medicines-making-active-ingredients-locally-would-change-this-265322,,,,,0,2025-10-13,0,0.1,False,False,214,33,0,0,1,1,0,0
45,"<li>World Health Organization. Antimicrobial resistance [Internet]. 2024 [cited 2025 Feb 24]. Available from: https://www.who.int/europe/news-room/fact-sheets/item/antimicrobial-resistance.
</li><li… [+40628 chars]",,2025-10-13 03:00:00.000000,0.0,,"['health', 'who', 'world health organization']",0,0,news,,,"Antimicrobial resistance, equity and justice in low- and middle-income countries: an intersectional critical interpretive synthesis",News API,https://www.nature.com/articles/s41467-025-64137-z,,,,,0,2025-10-13,0,0.1,False,False,215,17,0,0,1,1,0,0
46,"The Kenya Medical Research Institute (KEMRI) has announced a Ksh516 million flagship project that aims to elevate women's health research on the continent.
In a statement on Saturday, September 11, … [+2837 chars]",,2025-10-11 12:15:20.000000,0.0,,['health'],0,0,news,,,KEMRI Announces Ksh516 million Gates Foundation-Funded Women's Health Research Project in Africa,News API,http://www.kenyans.co.ke/news/117030-kemri-announces-ksh516-million-gates-foundation-funded-womens-health-research-project,,,,,0,2025-10-11,0,0.1,False,True,214,33,0,0,1,1,0,0
47,"Abstract
Background
Mass drug administration (MDA) is the main intervention strategy for the elimination of several neglected tropical diseases (NTDs). In many endemic settings, monitoring and coll… [+52512 chars]",,2025-10-10 17:00:00.000000,0.0,,['disease'],0,0,news,,,Lessons from piloting and scaling a real-time DHIS2 based treatment reporting tool for mass drug administration in Nigeria,News API,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0013601,,,,,0,2025-10-10,0,0.0,False,False,215,29,0,0,1,1,0,0
48,"Abstract
Background
Antenatal care (ANC) is a package of healthcare services for pregnant women that improves the health of both the women and their unborn babies, with a minimum of eight times and… [+42626 chars]",,2025-10-10 17:00:00.000000,0.0,,"['health', 'flu']",0,0,news,,,Individual and facility level factors influencing timely antenatal care initiation in Ethiopia: A multilevel analysis of the 2021/2022 ESPA data,News API,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0334320,,,,,0,2025-10-10,0,0.3,False,False,215,35,0,0,1,1,0,0
49,"Abstract
Schistosomiasis is a neglected tropical disease targeted for elimination as a public health problem by 2030 under the WHOs roadmap. Praziquantel, administered via the dose pole, which estim… [+41123 chars]",,2025-10-10 17:00:00.000000,0.0,,"['health', 'disease', 'who']",0,0,news,,,Evaluating the efficacy of the praziquantel dose pole for schistosomiasis treatment: A multi-country systematic review,News API,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0013587,,,,,0,2025-10-10,0,0.1,False,False,215,31,0,0,1,1,0,0
50,"Study design and setting
This study was nested within the Kilifi Health and Demographic Surveillance System (KHDSS), a population-based surveillance platform covering approximately 300,000 residents… [+5140 chars]",kilifi,2025-10-10 03:00:00.000000,0.0,,['health'],0,0,news,,,Long-term dynamics of cytomegalovirus-specific antibodies in a longitudinal cohort of children followed up for the first decade of life,News API,https://www.nature.com/articles/s41598-025-19676-2,,,,,0,2025-10-10,0,0.1,False,False,214,27,1,0,1,1,0,0
51,"Abstract
Child sexual abuse is a significant public health issue with long-term psychological, physical, and social consequences. Despite increasing awareness, its prevention remains underrepresente… [+29539 chars]",,2025-10-09 17:00:00.000000,0.0,,['health'],0,0,news,,,Effectiveness of the SmartShield for knowledge on sexual abuse prevention among primary school children in Malaysia: A quasi-experimental study,News API,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0334401,,,,,0,2025-10-09,0,0.1,False,False,215,26,0,0,1,1,0,0
52,"Citation: Nzobokela J, Muchaili L, Kamvuma K, Mweene BC, Liweleya S, Mulamfu S, et al. (2025) Pro-inflammation and clinical correlates of unsuppressed HIV-viral load in children living with perinatal… [+20170 chars]",,2025-10-09 17:00:00.000000,0.0,,['clinic'],0,0,news,,,Pro-inflammation and clinical correlates of unsuppressed HIV-viral load in children living with perinatally-acquired HIV 1 in Zambia,News API,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0334109,,,,,0,2025-10-09,0,0.1,False,False,215,31,0,0,1,1,0,0
53,"Citation: Nyeko R, Geriga F, Angom R, Kambugu JB, van Heerden J (2025) Clinicopathological profile and survival in children with parameningeal rhabdomyosarcoma in resource-limited settings: A single-… [+28243 chars]",,2025-10-09 17:00:00.000000,0.0,,['clinic'],0,0,news,,,Clinicopathological profile and survival in children with parameningeal rhabdomyosarcoma in resource-limited settings: A single-center experience from Uganda,News API,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0334140,,,,,0,2025-10-09,0,0.1,False,False,215,29,0,0,1,1,0,0
54,"Citation: Keita BM, Diallo M, Diarra M, Traore S, Kamano AT, Keita D, et al. (2025) Piloting the Schistosomiasis Practical and Precision Assessment approach in five health districts of the Nzérékoré … [+31998 chars]",,2025-10-09 17:00:00.000000,0.0,,['health'],0,0,news,,,"Piloting the Schistosomiasis Practical and Precision Assessment approach in five health districts of the N’zérékoré region, Republic of Guinea",News API,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0013413,,,,,0,2025-10-09,0,0.1,False,False,215,34,0,0,1,1,0,0
55,"CHATHAM, N.J., Oct. 09, 2025 (GLOBE NEWSWIRE) -- Tonix Pharmaceuticals Holding Corp. (Nasdaq: TNXP) (Tonix or the Company), a fully-integrated biotechnology company with marketed products and a pipel… [+12847 chars]",,2025-10-09 14:00:00.000000,0.0,,['vaccine'],0,0,news,,,"Tonix Pharmaceuticals to Present and Participate in Panel Discussion at World Vaccine Congress, Europe 2025",News API,https://www.globenewswire.com/news-release/2025/10/09/3163990/28908/en/Tonix-Pharmaceuticals-to-Present-and-Participate-in-Panel-Discussion-at-World-Vaccine-Congress-Europe-2025.html,,,,,0,2025-10-09,0,0.0,False,False,215,30,0,0,1,1,0,0
56,"<li>Weiss DJ, Lucas TCD, Nguyen M, Nandi AK, Bisanzio D, Battle KE, et al. Mapping the global prevalence, incidence, and mortality of Plasmodium falciparum, 200017: a spatial and temporal modelling s… [+17051 chars]",nandi,2025-10-09 03:00:00.000000,0.0,,['malaria'],0,0,news,,,Requirements for designing cluster randomised control trials to detect suppression of malaria vector population densities,News API,https://bmcbiol.biomedcentral.com/articles/10.1186/s12915-025-02414-5,,,,,0,2025-10-09,0,0.2,False,False,215,33,1,0,1,1,0,0
57,"Introduction
Salmonella is a significant pathogen responsible for numerous foodborne illnesses and zoonotic diseases [1]. Globally, an estimated 93.8 million cases of nontyphoidal Salmonella (NTS) e… [+41195 chars]",,2025-10-08 17:00:00.000000,0.0,,"['health', 'disease', 'illness', 'typhoid']",0,0,news,,,"Multidrug-resistant non-typhoidal Salmonella enterica from chickens, farmworkers, and environments: One health implications from Northwestern Ethiopia",News API,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0333591,,,,,0,2025-10-08,0,0.3,False,False,215,28,0,0,1,1,0,0
58,"<ul><li>The debate around former prime minister Raila Odinga's health continues to capture the attention of many Kenyans</li><li>On Wednesday, October 8, former Trade Cabinet secretary Moses Kuria to… [+3732 chars]",,2025-10-08 10:26:32.000000,0.0,,['health'],0,0,news,,,"Moses Kuria Rebukes Politicians over Insensitive Remarks on Raila's Health: ""I Hate You All""",News API,https://www.tuko.co.ke/politics/605511-moses-kuria-rebukes-politicians-insensitive-remarks-railas-health-i-hate/,,,,,0,2025-10-08,0,0.1,False,False,214,29,0,0,1,1,0,0
59,"<li>Feasey, N. A., Dougan, G., Kingsley, R. A., Heyderman, R. S. &amp; Gordon, M. A. Invasive non-typhoidal salmonella disease: an emerging and neglected tropical disease in Africa. Lancet379, 248924… [+11975 chars]",,2025-10-08 03:00:00.000000,0.0,,"['health', 'disease', 'vaccine', 'typhoid']",0,0,news,,,"A combination typhoid and non-typhoidal Salmonella polysaccharide conjugate vaccine in healthy adults: a randomized, placebo-controlled phase 1 trial",News API,https://www.nature.com/articles/s41591-025-04003-z,,,,,0,2025-10-08,0,0.1,False,False,215,31,0,0,1,1,0,0
60,"Abstract
Background
HIV partner notification services (PNS) have been proven safe and effective in finding undiagnosed HIV infections among general populations in settings with high HIV incidence, … [+40222 chars]",,2025-10-07 17:00:00.000000,0.0,,['who'],0,0,news,,,Peer-assisted HIV partner notification services to strengthen index partner testing for newly diagnosed men who have sex with men in coastal Kenya,News API,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0333707,,,,,0,2025-10-07,0,0.0,False,False,215,30,0,0,1,1,0,0
61,"Citation: Moreno-López S, Pérez-Herrera LC, Peñaranda A (2025) Designing a multidimensional vulnerability index for supervising dengue cases from 2015 to 2020 in a low/middle-income country: A spatia… [+35638 chars]",,2025-10-07 17:00:00.000000,0.0,,['dengue'],0,0,news,,,Designing a multidimensional vulnerability index for supervising dengue cases from 2015 to 2020 in a low/middle-income country: A spatial principal component analysis,News API,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0013556,,,,,0,2025-10-07,0,0.0,False,False,215,29,0,0,1,1,0,0
62,"Abstract
Human-wildlife conflict (HWC) manifests through crop raiding, livestock predation, property damage, human injuries, and disease transmission, alongside often-overlooked hidden costs (HC). T… [+40703 chars]",,2025-10-07 17:00:00.000000,0.0,,['disease'],0,0,news,,,"Comparative analysis of monetary transaction cost of human-wildlife conflict in Mt. Kenya and Amboseli ecosystems, Kenya",News API,https://journals.plos.org/sustainabilitytransformation/article?id=10.1371/journal.pstr.0000096,,,,,0,2025-10-07,0,0.0,False,False,215,25,0,0,1,1,0,0
63,"Turkana County has declared a public health emergency in the wake of significant rise in cases of Kala-azar infections.
Health officials say 2025 has become the worst year on record for this deadly … [+5448 chars]",turkana,2025-10-06 11:30:41.000000,0.0,,['health'],0,0,news,,,"Turkana on high alert as cases of Kala-azar infections, deaths surge",News API,https://www.standardmedia.co.ke/health/health-science/article/2001531156/turkana-on-high-alert-as-cases-of-kala-azar-infections-deaths-surge,,,,,0,2025-10-06,1,0.7,False,False,214,36,1,0,1,1,0,0
64,"NAIROBI, Oct. 2 (Xinhua) -- Over a year ago, while working as a midwife at a hospital in Kakamega County, western Kenya, Maureen Maria was not only caring for expectant mothers but also found herself… [+3405 chars]",nairobi,2025-10-02 19:46:00.000000,0.0,,"['health', 'hospital']",0,0,news,,,"Feature: Kenya embraces digital health to expand access, improve healthcare",News API,https://www.thestar.com.my/news/world/2025/10/03/feature-kenya-embraces-digital-health-to-expand-access-improve-healthcare,,,,,0,2025-10-02,0,0.3,False,False,214,37,1,0,1,1,0,0
65,"Abstract
Leveraging social propagation of health interventions for disease prevention is a public health holy grail. However, the dynamics of social causal induction have not been well studied. We p… [+38956 chars]",,2025-10-02 17:00:00.000000,0.0,,"['health', 'disease']",0,0,news,,,Behavioral dynamics of social propagation for weight loss: Evidence from a randomized controlled trial in a low-income Appalachian community,News API,https://journals.plos.org/complexsystems/article?id=10.1371/journal.pcsy.0000068,,,,,0,2025-10-02,0,0.1,False,False,215,32,0,0,1,1,0,0
66,It was a bumper month for mucosal Covid vaccines. There were some phase 1 results for an intranasal vaccine from China: It’s the 35th mucosal Covid vaccine in clinical trials. There’s also news from … [+43763 chars],,2025-10-01 02:53:22.000000,0.0,,"['covid', 'clinic', 'vaccine']",0,0,news,,,"The 35th Mucosal Covid Vaccine in Clinical Trial, an Intranasal Self-Amplifying mRNA Vax, and More (NextGen Vaccine Update 33)",News API,https://absolutelymaybe.plos.org/2025/09/30/the-35th-mucosal-covid-vaccine-in-clinical-trial-an-intranasal-self-amplifying-mrna-vax-and-more-nextgen-vaccine-update-33/,,,,,0,2025-10-01,0,0.3,False,False,215,37,0,0,1,1,0,0
67,"Abstract
Background
Schistosomiasis is a parasitic disease that mostly affects school-age children in sub-Saharan Africa. Preventive chemotherapy is the mainstay of control. Other interventions, in… [+56075 chars]",,2025-09-30 17:00:00.000000,0.0,,['disease'],0,0,news,,,"Effect of behavioral interventions on schistosomiasis-related knowledge, attitudes, and practices of schoolchildren in Pemba, Tanzania: A 4-year repeated cross-sectional study",News API,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0013462,,,,,0,2025-09-30,0,0.0,False,False,215,27,0,0,1,1,0,0
68,"A patient undergoes a prostate cancer screening at Kenyatta University Teaching, Referral and Research Hospital during World Cancer Day on February 4, 2025. [Kanyiri Wahito, Standard]
Health special… [+4827 chars]",,2025-09-30 12:30:40.000000,0.0,,"['health', 'hospital']",0,0,news,,,Why regular screening matters for Kenya's older adults,News API,https://www.standardmedia.co.ke/health/health-science/article/2001530705/why-regular-screening-matters-for-kenyas-older-adults,,,,,0,2025-09-30,0,0.2,False,False,214,30,0,0,1,1,0,0
69,"Abstract
Background
Vaccination is one of the most effective public health interventions, but its hesitancy still poses a challenge in achieving acceptable coverage. This study was designed to asse… [+29441 chars]",,2025-09-29 17:00:00.000000,0.0,,"['health', 'covid', 'covid-19', 'hospital', 'vaccine', 'vaccination']",0,0,news,,,COVID-19 vaccine hesitancy and its predictors among healthcare workers in a tertiary hospital in Ghana: A cross-sectional survey,News API,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0333412,,,,,0,2025-09-29,1,0.4,False,False,215,31,0,0,1,1,0,0
70,"<li>World Health Organization. Mental health of adolescents [Internet]. 2024. https://www.who.int/news-room/fact-sheets/detail/adolescent-mental-health. Accessed 15 Jul 2025.
</li><li>Morales-Muñoz … [+27492 chars]",,2025-09-29 03:00:00.000000,0.0,,"['health', 'who', 'world health organization']",0,0,news,,,Exploring the role of resilience in selective prevention intervention for adolescents at risk of depression and anxiety in Nepal: findings from a pilot cluster randomized controlled trial,News API,https://capmh.biomedcentral.com/articles/10.1186/s13034-025-00964-8,,,,,0,2025-09-29,0,0.1,False,False,215,18,0,0,1,1,0,0
71,"Kenya urges vaccination and swift treatment after bites.
Kenya is seeking international endorsement for its rabies elimination strategy as it joins the global campaign to end human deaths from dog-m… [+3506 chars]",,2025-09-28 17:15:53.000000,0.0,,['vaccination'],0,0,news,,,Kenya seeks global backing for rabies elimination plan,News API,https://www.standardmedia.co.ke/health/health-science/article/2001530582/kenya-seeks-global-backing-for-rabies-elimination-plan,,,,,0,2025-09-28,0,0.0,False,True,214,32,0,0,1,1,0,0
72,"US COVID activity fallingThe rate of test positivity and percentage of emergency department visits diagnosed as COVID-19 significantly declined in September.
[image or embed]
— CIDRAP (@cidrap.bsky… [+12393 chars]",,2025-10-08 10:18:05.000000,0.0,,"['covid', 'covid-19']",0,0,news,,,"Pandemic & Plagues Update – October 8, 2025",News API,https://balloon-juice.com/2025/10/08/pandemic-plagues-update-october-8-2025/,,,,,0,2025-10-08,1,0.8,False,False,215,29,0,0,1,1,0,0
73,"Kenya’s fight against rising cases of depression, suicides and drug abuse has received a boost after 35 community volunteer counsellors and interns completed their second-level training in mindful se… [+3165 chars]",,2025-09-29 12:00:01.000000,0.0,,['health'],0,0,news,,,35 community counsellors graduate; Experts call for more grassroots mental health support,News API,https://www.thikatowntoday.co.ke/2025/09/35-community-counsellors-graduate.html,,,,,0,2025-09-29,0,0.1,False,False,214,31,0,0,1,1,0,0
74,"Turkana County has declared a public health emergency following a record surge in Kala-azar, also known as visceral leishmaniasis, one of the worlds deadliest parasitic diseases.
County health offic… [+2897 chars]",turkana,2025-09-28 11:45:41.000000,0.0,,"['health', 'disease']",0,0,news,,,Turkana Declares Health Emergency As Kala-azar Cases Surge,News API,https://thekenyatimes.com/health/turkana-kala-azar-cases/,,,,,0,2025-09-28,1,0.4,False,True,214,31,1,0,1,1,0,0
75,"Picture this: an artificial intelligence (AI) system creates a bright, youth-focused social media post for young Kenyans, complete with local slang and the phrase “YOUNG, LIT, AND VAXXED!” This messa… [+7083 chars]",,2025-10-05 07:02:20.000000,0.0,,"['health', 'vaccine']",0,0,news,,,Vaccines and motherhood: are AI generated health messages working in Kenya and Nigeria?,News API,https://theconversation.com/vaccines-and-motherhood-are-ai-generated-health-messages-working-in-kenya-and-nigeria-265892,,,,,0,2025-10-05,0,0.1,False,True,214,32,0,0,1,1,0,0
76,"NEW YORK, United States of America, September 26, 2025/ — African Heads of State and Government convened global leaders on Wednesday at a high-level event on the margins of the 80th United Nations Ge… [+8191 chars]",,2025-09-27 15:38:21.000000,0.0,,"['health', 'malaria']",0,0,news,,,"ARPS Media - African Leaders Call for Bold, United Action to Tackle Global Health Crises and Sustain Malaria Progress",News API,https://arpsmedia.com/african-leaders-call-for-bold-united-action-to-tackle-global-health-crises-and-sustain-malaria-progress/,,,,,0,2025-09-27,0,0.3,False,True,214,36,0,0,1,1,0,0
77,"Citation: Agimas MC, Aweke MN, Mengistu B, Baffa LD, Fentie EA, Shewarega ES, et al. (2025) Prevalence and associated factors of delay in seeking malaria treatment among under five children in the Ho… [+23456 chars]",,2025-09-26 17:00:00.000000,0.0,,['malaria'],0,0,news,,,Prevalence and associated factors of delay in seeking malaria treatment among under five children in the Horn of Africa: A systematic review and meta-analysis,News API,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0333593,,,,,0,2025-09-26,0,0.2,False,False,215,35,0,0,1,1,0,0
78,"While it's been a minute since the Desperate Housewives star lived on Wisteria Lane, she's since found a new address IRL.
""I had my whole adult life here,"" Eva told Marie Claire in November 2024 abo… [+1269 chars]",,2025-10-24 17:19:16.000000,0.0,,['who'],0,0,news,,,Kelis Shares Glimpse Info Life in Kenya After Relocating With Her Kids,News API,https://www.eonline.com/news/1424242/kelis-rare-glimpse-at-life-in-kenya,,,,,0,2025-10-24,0,0.2,True,False,214,38,0,0,1,1,0,0
79,"Abstract
Introduction
Inadequate management of healthcare waste present significant health hazards to healthcare workers, patients, waste handlers, and the whole communities, especially in developi… [+54415 chars]",,2025-10-13 17:00:00.000000,0.0,,"['health', 'who']",0,0,news,,,Healthcare waste management practices and associated factors among healthcare workers in Sub-Saharan Africa: A systematic review and meta-analysis,News API,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0334290,,,,,0,2025-10-13,0,0.1,False,False,215,26,0,0,1,1,0,0
80,"Chicago arts leaders say they want to see Mayor Brandon Johnson appoint a cultural commissioner who will fight for arts funding and have the gumption to galvanize the sector.
Those calls come follow… [+5815 chars]",,2025-10-13 15:00:00.000000,0.0,,['who'],0,0,news,,,Chicago Arts Leaders Ask The Mayor For An Arts Leader With The ‘Gumption’ To Stand Up To The Federal Government,News API,https://chicago.suntimes.com/politics/2025/10/10/chicago-arts-leadership-dcase-cultural-affairs-clinee-hedspeth-successor-federal-funding-cuts,,,,,0,2025-10-13,0,0.0,False,False,214,35,0,0,1,1,0,0
81,"Amid ongoing speculation among some Kenyans that former Prime Minister Raila Odinga is receiving secret treatment abroad, Moses Kuria has come to his defence.
The former senior economic advisor to P… [+2722 chars]",,2025-10-08 10:00:00.000000,0.0,,['health'],0,0,news,,,Politics is Not Everything: Moses Kuria Slams Kenyans Scrutinising Raila Odinga's Health,News API,http://www.kenyans.co.ke/news/116915-politics-not-everything-moses-kuria-slams-kenyans-scrutinising-raila-odingas-health,,,,,0,2025-10-08,0,0.1,False,False,214,33,0,0,1,1,0,0
82,"The Raila Odinga Secretariat has dismissed as fake and malicious rumours circulating on social media about the health of former Prime Minister and ODM Party Leader Raila Odinga.
In a statement on Su… [+2163 chars]",,2025-10-05 10:43:32.000000,0.0,,['health'],0,0,news,,,"Raila accuses Gachagua, Kalonzo and Wamalwa of spreading false reports about his health - TV47 Digital",News API,https://www.tv47.digital/raila-accuses-gachagua-kalonzo-and-wamalwa-of-spreading-false-reports-about-his-health-120295/,,,,,0,2025-10-05,0,0.1,False,True,214,35,0,0,1,1,0,0
83,"The Orange Democratic Movement (ODM) party leader, Raila Odinga, has dismissed social media claims that he is unwell.
In a statement on Sunday, October 5, Railas spokesperson Dennis Onyango accused … [+2970 chars]",,2025-10-05 09:16:30.000000,0.0,,['health'],0,0,news,,,Raila Odinga Addresses Speculation on His Health,News API,https://nairobileo.co.ke/news/article/23343/raila-odinga-addresses-speculation-on-his-health,,,,,0,2025-10-05,0,0.1,False,True,214,33,0,0,1,1,0,0
84,"It was a completely ordinary day, in an entirely extraordinary place, when a young Jane Goodall walked through the forest, notebook in hand, to watch over a community of chimpanzees exactly as she ha… [+14946 chars]",,2025-10-02 02:26:28.000000,0.0,,['who'],0,0,news,,,"Jane Goodall, who gave chimps their souls back, dead at 91",News API,https://www.abc.net.au/news/2025-10-02/primatologist-jane-goodall-obituary/102197696,,,,,0,2025-10-02,0,0.0,False,False,215,36,0,0,1,1,0,0
85,"Ashley Lawson made a big decision in December of 2020. She wanted to set an example of how to travel safely during Covid, and share what different destinations, like Mexico, were doing to welcome gue… [+4474 chars]",,2025-09-29 22:13:28.000000,0.0,,['covid'],0,0,news,,,These Three Digital Nomad Planners Travel the World While They Work,News API,http://meetings.skift.com/2025/09/29/these-three-digital-nomad-planners-travel-the-world-while-they-work/,,,,,0,2025-09-29,0,0.2,False,False,214,37,0,0,1,1,0,0
86,State health officials are currently probing whether the mosquito-borne chikungunya virus that has triggered an aggressive COVID-esque response in China is now spreading in New York after a Long Isla… [+2470 chars],,2025-09-26 22:05:02.000000,0.0,,"['health', 'covid']",0,0,news,,,Mosquito-borne chikungunya virus that triggered panic in China possibly detected in NY,News API,https://nypost.com/2025/09/26/us-news/mosquito-borne-chikungunya-virus-that-triggered-panic-in-china-possibly-detected-in-ny/,,,,,0,2025-09-26,0,0.3,False,False,214,32,0,0,1,1,0,0
87,"A general view of Kenyatta National Hospital (KNH). [Elvis Ogina, Standard]
The Kenyatta National Hospital (KNH) has unveiled the face of seven-year-old Ian Baraka, following a successful reconstruc… [+1334 chars]",,2025-10-24 17:31:00.000000,0.0,,['hospital'],0,0,news,,,KNH unveils reconstructed face of boy after groundbreaking surgery,News API,https://www.standardmedia.co.ke/health/health-science/article/2001532605/knh-unveils-reconstructed-face-of-boy-after-groundbreaking-surgery,,,,,0,2025-10-24,0,0.3,True,False,214,30,0,0,1,1,0,0
88,"<ul><li>Muthee Kiengei shared the inspiring story of Jackline, a church member who journeyed from Korogocho to the US</li><li>Despite financial challenges that nearly prevented her from travelling, t… [+3544 chars]",,2025-10-24 13:26:39.000000,0.0,,['who'],0,0,news,,,Kiengei’s Church Helps Korogocho Woman Relocate To US: “It’s Your Time”,News API,https://www.tuko.co.ke/entertainment/celebrities/607365-kiengeis-church-helps-korogocho-woman-relocate-s-time/,,,,,0,2025-10-24,0,0.2,True,False,214,29,0,0,1,1,0,0
89,"Roncliffe OditBBC Africa, Kisumu
Huge crowds of people gathered at the Jomo Kenyatta Stadium to pay their respects to Odinga
Tens of thousands of mourners have gathered in the Kenyan city of Kisumu… [+2730 chars]",kisumu,2025-10-18 14:36:58.000000,0.0,,['tb'],0,0,news,,,'We are orphans': Kenyans bid farewell to ex-PM Odinga in his political heartland,News API,https://www.bbc.com/news/articles/c0rpn5pv4eko,,,,,0,2025-10-18,0,0.1,True,True,214,35,1,0,1,1,0,0
90,"NAIROBI (Reuters) -Seventeen people were treated for injuries at Nairobi's Kenyatta Hospital on Friday after a stampede at the state funeral of opposition leader Raila Odinga, a source at the hospita… [+105 chars]",nairobi,2025-10-17 16:29:00.000000,0.0,,['hospital'],0,0,news,,,Seventeen hospitalised in Kenya after stampede at Odinga funeral - source,News API,https://www.thestar.com.my/news/world/2025/10/17/seventeen-hospitalised-in-kenya-after-stampede-at-odinga-funeral---source,,,,,0,2025-10-17,0,0.1,False,False,213,33,1,0,1,1,0,0
91,"NAIROBI, Kenya (AP) Police in Kenya fired tear gas at thousands of mourners at a public viewing Thursday of the body of former Prime Minister Raila Odinga, an influential politician who died a day ea… [+3256 chars]",nairobi,2025-10-16 19:52:06.000000,0.0,,"['flu', 'who']",0,0,news,,,Kenyan police fire tear gas at mourners during former Prime Minister Odinga’s public viewing,News API,https://www.pbs.org/newshour/world/kenyan-police-fire-tear-gas-at-mourners-during-former-prime-minister-odingas-public-viewing,,,,,0,2025-10-16,0,0.2,False,False,214,37,1,0,1,1,0,0
92,"At least two people have been killed after police in Kenya fired shots to disperse crowds of mourners gathered to view the body of opposition leader Raila Odinga, who died earlier this week in India.… [+2510 chars]",,2025-10-16 19:50:50.000000,0.0,,['who'],0,0,news,,,Police in Kenya fire tear gas to disperse mourners at Raila Odinga viewing,News API,https://www.aljazeera.com/news/2025/10/16/police-in-kenya-fire-tear-gas-to-disperse-mourners-at-raila-odinga-viewing,,,,,0,2025-10-16,0,0.0,False,False,214,37,0,0,1,1,0,0
93,"Police in Kenya fired on mourners who had turned out in the tens of thousands to get a glimpse of the coffin of Kenyan opposition leader Raila Odinga.
Odinga died on Wednesday at 80 years old after … [+686 chars]",,2025-10-16 18:37:00.000000,0.0,,['who'],0,0,news,,,Kenya: At least two dead in crowd chaos at Odinga funeral,News API,https://www.dw.com/en/kenya-security-forces-fire-at-crowds-at-odinga-funeral/a-74390855,,,,,0,2025-10-16,0,0.0,False,False,213,40,0,0,1,1,0,0
94,"The Ministry of Health has deployed 36 ambulances to provide emergency medical coverage during the reception of ODM leader Raila Odinga. 
In a statement on Thursday, October 16, the ministry said th… [+2792 chars]",,2025-10-16 11:05:33.000000,0.0,,"['health', 'ministry of health']",0,0,news,,,Ministry of Health Deploys 36 Ambulances for Raila Odinga's Reception,News API,https://nairobileo.co.ke/news/article/23561/ministry-of-health-deploys-36-ambulances-for-raila-odingas-reception,,,,,0,2025-10-16,1,0.4,False,False,214,34,0,0,1,1,0,0
95,"<ul><li>Raila Odinga's body is expected in the country ahead of his burial scheduled for Sunday, October 19, in his Bondo home</li><li>His death left leaders across all political parties sending mess… [+3830 chars]",,2025-10-16 07:45:00.000000,0.0,,['tb'],0,0,news,,,Raila Odinga: Heartbroken Karen Nyamu Pens Moving Message to ODM Leader,News API,https://www.tuko.co.ke/entertainment/celebrities/606352-raila-odinga-heartbroken-karen-nyamu-pens-moving-message-odm-leader/,,,,,0,2025-10-16,0,0.0,False,False,214,32,0,0,1,1,0,0
96,"Welcome back to World Brief, where were looking at setbacks to the Israel-Hamas cease-fire deal, NATO military aid pledges to Ukraine, and Madagascars military coup.
Until the Last One
One of the b… [+8351 chars]",,2025-10-16 00:09:53.000000,0.0,,['tb'],0,0,news,,,"Hamas Returns Wrong Hostage to Israel, Testing Fragile Gaza Cease-Fire",News API,http://foreignpolicy.com/2025/10/15/israel-hamas-hostage-exchange-cease-fire-deal-gaza/,,,,,0,2025-10-16,0,0.0,False,False,214,35,0,0,1,1,0,0
