id,text,county,created_at,sentiment_score,sentiment_label,keywords,retweet_count,favorite_count,source_type,username,location,title,source,url,health_relevance_score,interest_score,date,outbreak_occurred,is_recent,is_weekend,text_length,word_count,has_county,is_social_media,is_news,is_official,engagement_score,high_engagement
250,Is there a diarrhea outbreak? Hearing lots of cases in Meru,nyeri,2025-10-01 07:22:32.580513,-0.15227926176743847,negative,[],17,99,twitter,user9540,"Nyeri, Kenya",,,,0.75,0,2025-10-01,1,False,False,59,11,1,1,0,0,116,1
251,Kisumu residents reporting nausea. Any idea what's going on?,kericho,2025-10-07 18:58:32.580513,-0.26346572078982383,negative,[],28,21,twitter,user2586,"Kericho, Kenya",,,,0.5,0,2025-10-07,1,True,False,60,9,1,1,0,0,49,0
252,Nairobi residents reporting fever. Any idea what's going on?,nyeri,2025-09-21 02:41:32.580513,-0.28409592256285277,negative,[],44,86,twitter,user4567,"Nyeri, Kenya",,,,0.75,0,2025-09-21,1,False,True,60,9,1,1,0,0,130,1
253,"Feeling terrible - pain, pain and pain. Hope it's not meningitis",kilifi,2025-09-08 12:06:32.580513,-0.15772035701855683,negative,[],32,42,twitter,user2613,"Kilifi, Kenya",,,,0.5,0,2025-09-08,1,False,False,64,11,1,1,0,0,74,0
254,My friend has nausea and nausea. Should we worry about pneumonia?,kisumu,2025-10-04 07:01:32.580513,-0.28636478745716587,negative,[],22,18,twitter,user7353,"Kisumu, Kenya",,,,0.5,0,2025-10-04,1,False,True,65,11,1,1,0,0,40,0
255,"Feeling terrible - headache, headache and headache. Hope it's not dengue",nairobi,2025-07-20 11:29:32.580513,-0.17875368833790642,negative,[],45,8,twitter,user5928,"Nairobi, Kenya",,,,0.5,0,2025-07-20,1,False,True,72,11,1,1,0,0,53,0
256,Bungoma residents reporting fever. Any idea what's going on?,thika,2025-09-12 11:01:32.580513,-0.19470731801246932,negative,[],4,34,twitter,user2071,"Thika, Kenya",,,,0.75,0,2025-09-12,1,False,False,60,9,1,1,0,0,38,0
257,"Feeling terrible - sweating, sweating and sweating. Hope it's not typhoid",nairobi,2025-07-20 22:43:32.580513,-0.1288543080976639,negative,[],46,68,twitter,user3219,"Nairobi, Kenya",,,,0.5,0,2025-07-20,1,False,True,73,11,1,1,0,0,114,1
259,"Feeling terrible - fever, fever and fever. Hope it's not flu",nairobi,2025-08-13 13:20:32.580513,-0.18687004145885744,negative,[],45,22,twitter,user8001,"Nairobi, Kenya",,,,1.0,0,2025-08-13,1,False,False,60,11,1,1,0,0,67,0
260,PSA: Get checked if you have cough. diarrhea is spreading in Meru,nairobi,2025-10-10 16:01:32.594603,-0.1148614599262244,negative,[],5,3,twitter,user3324,"Nairobi, Kenya",,,,0.25,0,2025-10-10,0,True,False,65,12,1,1,0,0,8,0
261,Anyone else in Kitale experiencing sweating? Worried about diarrhea,nairobi,2025-08-27 15:26:32.596126,-0.23286409370695083,negative,[],39,49,twitter,user7109,"Nairobi, Kenya",,,,0.5,0,2025-08-27,1,False,False,67,9,1,1,0,0,88,0
263,"Feeling terrible - weakness, weakness and weakness. Hope it's not diarrhea",eldoret,2025-09-23 19:29:32.596126,-0.10286288102617061,negative,[],26,87,twitter,user9314,"Eldoret, Kenya",,,,0.5,0,2025-09-23,1,False,False,74,11,1,1,0,0,113,1
264,Anyone else in Meru experiencing dizziness? Worried about malaria,kakamega,2025-09-23 02:04:32.596126,-0.27293458382433544,negative,[],15,32,twitter,user2283,"Kakamega, Kenya",,,,0.75,0,2025-09-23,1,False,False,65,9,1,1,0,0,47,0
265,Experiencing fatigue and fatigue. Could this be tuberculosis? #health #Kenya,nakuru,2025-08-27 14:14:32.596126,-0.25946874119328983,negative,[],24,74,twitter,user7811,"Nakuru, Kenya",,,,0.5,0,2025-08-27,1,False,False,76,10,1,1,0,0,98,0
266,Anyone else in Bungoma experiencing sweating? Worried about measles,nairobi,2025-07-31 07:40:32.602873,-0.10305855486805557,negative,[],31,6,twitter,user9853,"Nairobi, Kenya",,,,0.5,0,2025-07-31,1,False,False,67,9,1,1,0,0,37,0
267,Anyone else in Nakuru experiencing cough? Worried about influenza,garissa,2025-08-28 01:38:32.602873,-0.10706869724357188,negative,[],48,99,twitter,user3812,"Garissa, Kenya",,,,0.75,0,2025-08-28,1,False,False,65,9,1,1,0,0,147,1
268,Anyone else in Kakamega experiencing dizziness? Worried about cholera,machakos,2025-10-03 13:36:32.604999,-0.20419878325426416,negative,[],50,97,twitter,user9446,"Machakos, Kenya",,,,0.75,0,2025-10-03,1,False,False,69,9,1,1,0,0,147,1
269,Health alert: influenza cases increasing in Thika area,eldoret,2025-09-09 19:43:32.604999,-0.2887910552809006,negative,[],22,77,twitter,user2929,"Eldoret, Kenya",,,,0.75,0,2025-09-09,1,False,False,54,8,1,1,0,0,99,1
270,Is there a diarrhea outbreak? Hearing lots of cases in Kisii,kitale,2025-08-29 20:54:32.604999,-0.1845937236727787,negative,[],13,0,twitter,user3873,"Kitale, Kenya",,,,0.75,0,2025-08-29,1,False,False,60,11,1,1,0,0,13,0
271,Bungoma residents reporting nausea. Any idea what's going on?,kakamega,2025-08-05 19:35:32.604999,-0.2900849502639067,negative,[],13,81,twitter,user5777,"Kakamega, Kenya",,,,0.5,0,2025-08-05,1,False,False,61,9,1,1,0,0,94,0
272,PSA: Get checked if you have headache. typhoid is spreading in Nyeri,meru,2025-07-28 11:34:32.604999,-0.12453294277102434,negative,[],44,37,twitter,user2002,"Meru, Kenya",,,,0.5,0,2025-07-28,1,False,False,68,12,1,1,0,0,81,0
273,PSA: Get checked if you have weakness. meningitis is spreading in Kitale,kitale,2025-09-27 02:16:32.604999,-0.19303787517562626,negative,[],3,14,twitter,user6011,"Kitale, Kenya",,,,0.5,0,2025-09-27,1,False,True,72,12,1,1,0,0,17,0
274,My friend has fatigue and fatigue. Should we worry about diarrhea?,nyeri,2025-08-20 01:56:32.604999,-0.19055886329827842,negative,[],19,90,twitter,user3932,"Nyeri, Kenya",,,,0.5,0,2025-08-20,1,False,False,66,11,1,1,0,0,109,1
275,My friend has nausea and nausea. Should we worry about pneumonia?,thika,2025-07-27 13:43:32.604999,-0.253863919676383,negative,[],2,16,twitter,user5495,"Thika, Kenya",,,,0.5,0,2025-07-27,1,False,True,65,11,1,1,0,0,18,0
276,Experiencing fever and fever. Could this be malaria? #health #Kenya,mombasa,2025-09-05 09:27:32.604999,-0.21966265241793898,negative,[],35,60,twitter,user9354,"Mombasa, Kenya",,,,1.0,0,2025-09-05,1,False,False,67,10,1,1,0,0,95,0
277,My friend has chills and chills. Should we worry about influenza?,kisii,2025-09-19 11:08:32.614020,-0.29914578844543227,negative,[],7,20,twitter,user9384,"Kisii, Kenya",,,,0.75,0,2025-09-19,1,False,False,65,11,1,1,0,0,27,0
278,Is there a diarrhea outbreak? Hearing lots of cases in Garissa,busia,2025-09-25 10:45:32.614020,-0.2017328620357241,negative,[],3,71,twitter,user8422,"Busia, Kenya",,,,0.75,0,2025-09-25,1,False,False,62,11,1,1,0,0,74,0
279,"Feeling terrible - chills, chills and chills. Hope it's not cholera",machakos,2025-08-05 15:51:32.614020,-0.163168245825344,negative,[],21,31,twitter,user9729,"Machakos, Kenya",,,,0.75,0,2025-08-05,1,False,False,67,11,1,1,0,0,52,0
280,Visited hospital today - so many influenza patients. Stay healthy Bungoma!,garissa,2025-08-09 20:45:32.614020,-0.2990762530208991,negative,[],20,78,twitter,user5910,"Garissa, Kenya",,,,0.75,0,2025-08-09,1,False,True,74,11,1,1,0,0,98,0
281,PSA: Get checked if you have fever. cholera is spreading in Nakuru,nyeri,2025-08-06 11:25:32.614020,-0.1133120818621075,negative,[],34,6,twitter,user4879,"Nyeri, Kenya",,,,1.0,0,2025-08-06,1,False,False,66,12,1,1,0,0,40,0
282,My friend has pain and pain. Should we worry about cholera?,malindi,2025-08-02 06:33:32.614020,-0.1139275610757354,negative,[],23,39,twitter,user2825,"Malindi, Kenya",,,,0.75,0,2025-08-02,1,False,True,59,11,1,1,0,0,62,0
283,Anyone else in Busia experiencing fatigue? Worried about influenza,meru,2025-09-14 05:29:32.614020,-0.2716935176866139,negative,[],23,37,twitter,user9758,"Meru, Kenya",,,,0.75,0,2025-09-14,1,False,True,66,9,1,1,0,0,60,0
284,Cases of flu reported in Eldoret. Please stay safe everyone!,kilifi,2025-09-22 11:28:32.614020,-0.29770847704238057,negative,[],35,11,twitter,user8122,"Kilifi, Kenya",,,,0.75,0,2025-09-22,1,False,False,60,10,1,1,0,0,46,0
285,Cases of measles reported in Nairobi. Please stay safe everyone!,busia,2025-08-09 01:23:32.614020,-0.23667978028073194,negative,[],46,56,twitter,user8953,"Busia, Kenya",,,,0.5,0,2025-08-09,1,False,True,64,10,1,1,0,0,102,1
286,Visited hospital today - so many measles patients. Stay healthy Eldoret!,machakos,2025-09-02 15:16:32.614020,-0.20602011021156683,negative,[],4,43,twitter,user8349,"Machakos, Kenya",,,,0.5,0,2025-09-02,1,False,False,72,11,1,1,0,0,47,0
287,Visited hospital today - so many influenza patients. Stay healthy Kericho!,kericho,2025-09-26 15:58:32.614020,-0.23048346770817113,negative,[],14,1,twitter,user4086,"Kericho, Kenya",,,,0.75,0,2025-09-26,1,False,False,74,11,1,1,0,0,15,0
288,Kisii residents reporting fever. Any idea what's going on?,kakamega,2025-09-16 16:09:32.614020,-0.2859159002614277,negative,[],15,84,twitter,user4850,"Kakamega, Kenya",,,,0.75,0,2025-09-16,1,False,False,58,9,1,1,0,0,99,1
289,PSA: Get checked if you have chills. meningitis is spreading in Nakuru,kitale,2025-09-20 20:29:32.614020,-0.12393939637782844,negative,[],8,29,twitter,user8698,"Kitale, Kenya",,,,0.5,0,2025-09-20,1,False,True,70,12,1,1,0,0,37,0
290,Is there a tuberculosis outbreak? Hearing lots of cases in Meru,malindi,2025-07-31 17:34:32.614020,-0.10817395322431628,negative,[],45,77,twitter,user3376,"Malindi, Kenya",,,,0.75,0,2025-07-31,1,False,False,63,11,1,1,0,0,122,1
291,Health alert: influenza cases increasing in Thika area,kitale,2025-09-02 00:51:32.614020,-0.123847763430988,negative,[],18,35,twitter,user5194,"Kitale, Kenya",,,,0.75,0,2025-09-02,1,False,False,54,8,1,1,0,0,53,0
292,Health alert: cholera cases increasing in Kitale area,busia,2025-08-15 13:47:32.614020,-0.20299887509628287,negative,[],7,56,twitter,user7844,"Busia, Kenya",,,,0.75,0,2025-08-15,1,False,False,53,8,1,1,0,0,63,0
293,"Feeling terrible - sweating, sweating and sweating. Hope it's not dengue",kisumu,2025-09-06 03:50:32.614020,-0.27177270114316765,negative,[],45,66,twitter,user7793,"Kisumu, Kenya",,,,0.5,0,2025-09-06,1,False,True,72,11,1,1,0,0,111,1
294,Cases of malaria reported in Kisii. Please stay safe everyone!,mombasa,2025-08-22 13:16:32.614020,-0.17412087208262844,negative,[],3,19,twitter,user3606,"Mombasa, Kenya",,,,0.75,0,2025-08-22,1,False,False,62,10,1,1,0,0,22,0
295,Visited hospital today - so many pneumonia patients. Stay healthy Eldoret!,machakos,2025-08-19 02:23:32.630743,-0.2939152991826517,negative,[],40,86,twitter,user3734,"Machakos, Kenya",,,,0.5,0,2025-08-19,1,False,False,74,11,1,1,0,0,126,1
296,Cases of tuberculosis reported in Nairobi. Please stay safe everyone!,malindi,2025-09-22 23:26:32.630743,-0.1582098032609413,negative,[],32,19,twitter,user8405,"Malindi, Kenya",,,,0.5,0,2025-09-22,1,False,False,69,10,1,1,0,0,51,0
297,Nairobi residents reporting weakness. Any idea what's going on?,machakos,2025-09-30 05:47:32.630743,-0.14479976278129505,negative,[],41,59,twitter,user7753,"Machakos, Kenya",,,,0.5,0,2025-09-30,1,False,False,63,9,1,1,0,0,100,1
298,Experiencing cough and cough. Could this be flu? #health #Kenya,kakamega,2025-08-11 12:18:32.630743,-0.2957857697433156,negative,[],26,56,twitter,user8785,"Kakamega, Kenya",,,,0.75,0,2025-08-11,1,False,False,63,10,1,1,0,0,82,0
299,"Feeling terrible - dizziness, dizziness and dizziness. Hope it's not flu",kisumu,2025-10-01 14:08:32.630743,-0.12635100847362263,negative,[],47,54,twitter,user4911,"Kisumu, Kenya",,,,0.75,0,2025-10-01,1,False,False,72,11,1,1,0,0,101,1
300,Kitale residents reporting dizziness. Any idea what's going on?,mombasa,2025-09-22 02:53:32.630743,-0.10871837262560458,negative,[],17,61,twitter,user1468,"Mombasa, Kenya",,,,0.5,0,2025-09-22,1,False,False,63,9,1,1,0,0,78,0
301,"Feeling terrible - pain, pain and pain. Hope it's not tuberculosis",malindi,2025-10-01 07:09:32.630743,-0.24370413704481886,negative,[],41,51,twitter,user3284,"Malindi, Kenya",,,,0.5,0,2025-10-01,1,False,False,66,11,1,1,0,0,92,0
302,"Feeling terrible - pain, pain and pain. Hope it's not diarrhea",eldoret,2025-08-29 10:51:32.630743,-0.2659472489829997,negative,[],13,29,twitter,user9885,"Eldoret, Kenya",,,,0.5,0,2025-08-29,1,False,False,62,11,1,1,0,0,42,0
303,Is there a meningitis outbreak? Hearing lots of cases in Garissa,kilifi,2025-07-23 10:43:32.630743,-0.2696869721049305,negative,[],16,44,twitter,user8314,"Kilifi, Kenya",,,,0.75,0,2025-07-23,1,False,False,64,11,1,1,0,0,60,0
304,Kisii residents reporting weakness. Any idea what's going on?,eldoret,2025-08-10 12:15:32.630743,-0.12443185368756193,negative,[],4,18,twitter,user4873,"Eldoret, Kenya",,,,0.5,0,2025-08-10,1,False,True,61,9,1,1,0,0,22,0
305,Experiencing sweating and sweating. Could this be malaria? #health #Kenya,meru,2025-08-28 07:42:32.630743,-0.12085830656741223,negative,[],40,8,twitter,user1336,"Meru, Kenya",,,,0.75,0,2025-08-28,1,False,False,73,10,1,1,0,0,48,0
306,PSA: Get checked if you have dizziness. typhoid is spreading in Meru,busia,2025-07-18 16:23:32.630743,-0.17788382123496238,negative,[],24,23,twitter,user3966,"Busia, Kenya",,,,0.5,0,2025-07-18,1,False,False,68,12,1,1,0,0,47,0
307,Bungoma residents reporting nausea. Any idea what's going on?,malindi,2025-07-27 09:39:32.630743,-0.11594295460615764,negative,[],17,93,twitter,user9410,"Malindi, Kenya",,,,0.5,0,2025-07-27,1,False,True,61,9,1,1,0,0,110,1
308,Visited hospital today - so many yellow fever patients. Stay healthy Kericho!,eldoret,2025-08-17 13:25:32.630743,-0.13832355376906774,negative,[],41,32,twitter,user3594,"Eldoret, Kenya",,,,0.75,0,2025-08-17,1,False,True,77,12,1,1,0,0,73,0
309,Experiencing nausea and nausea. Could this be pneumonia? #health #Kenya,mombasa,2025-08-24 14:57:32.644881,-0.17511946800117414,negative,[],28,94,twitter,user6356,"Mombasa, Kenya",,,,0.5,0,2025-08-24,1,False,True,71,10,1,1,0,0,122,1
310,Health alert: dengue cases increasing in Kisii area,kakamega,2025-09-01 12:08:32.646151,-0.23188684424581962,negative,[],40,86,twitter,user7083,"Kakamega, Kenya",,,,0.5,0,2025-09-01,1,False,False,51,8,1,1,0,0,126,1
311,Anyone else in Kilifi experiencing weakness? Worried about pneumonia,nyeri,2025-08-20 02:10:32.647018,-0.1975118637199525,negative,[],34,72,twitter,user8328,"Nyeri, Kenya",,,,0.5,0,2025-08-20,1,False,False,68,9,1,1,0,0,106,1
312,Garissa residents reporting vomiting. Any idea what's going on?,kisumu,2025-07-21 09:58:32.648975,-0.11604979686967962,negative,[],32,65,twitter,user6448,"Kisumu, Kenya",,,,0.5,0,2025-07-21,1,False,False,63,9,1,1,0,0,97,0
313,Bungoma residents reporting sweating. Any idea what's going on?,machakos,2025-07-15 15:55:32.648975,-0.2847942195625209,negative,[],4,28,twitter,user8956,"Machakos, Kenya",,,,0.5,0,2025-07-15,1,False,False,63,9,1,1,0,0,32,0
314,Is there a typhoid outbreak? Hearing lots of cases in Kakamega,kisumu,2025-09-06 15:24:32.648975,-0.29066904178876896,negative,[],34,18,twitter,user2466,"Kisumu, Kenya",,,,0.75,0,2025-09-06,1,False,True,62,11,1,1,0,0,52,0
315,Is there a dengue outbreak? Hearing lots of cases in Kisumu,nairobi,2025-10-07 12:22:32.652896,-0.28702720730523784,negative,[],11,37,twitter,user7857,"Nairobi, Kenya",,,,0.75,0,2025-10-07,1,True,False,59,11,1,1,0,0,48,0
316,Malindi residents reporting dizziness. Any idea what's going on?,kericho,2025-10-07 03:38:32.652896,-0.27424754096137066,negative,[],36,2,twitter,user7680,"Kericho, Kenya",,,,0.5,0,2025-10-07,1,True,False,64,9,1,1,0,0,38,0
317,Is there a yellow fever outbreak? Hearing lots of cases in Nakuru,nakuru,2025-08-24 18:10:32.652896,-0.2108942232618049,negative,[],15,76,twitter,user6231,"Nakuru, Kenya",,,,1.0,0,2025-08-24,1,False,True,65,12,1,1,0,0,91,0
318,Cases of tuberculosis reported in Malindi. Please stay safe everyone!,mombasa,2025-09-26 03:50:32.652896,-0.21656312696875832,negative,[],23,87,twitter,user5858,"Mombasa, Kenya",,,,0.5,0,2025-09-26,1,False,False,69,10,1,1,0,0,110,1
319,PSA: Get checked if you have fever. yellow fever is spreading in Meru,kilifi,2025-08-23 09:29:32.652896,-0.11772439602623008,negative,[],22,22,twitter,user8180,"Kilifi, Kenya",,,,0.75,0,2025-08-23,1,False,True,69,13,1,1,0,0,44,0
320,"Feeling terrible - pain, pain and pain. Hope it's not malaria",kericho,2025-08-13 07:30:32.652896,-0.2892166915607452,negative,[],1,55,twitter,user4203,"Kericho, Kenya",,,,0.75,0,2025-08-13,1,False,False,61,11,1,1,0,0,56,0
321,Experiencing vomiting and vomiting. Could this be malaria? #health #Kenya,kisii,2025-08-01 19:41:32.652896,-0.1204702584738688,negative,[],26,11,twitter,user7486,"Kisii, Kenya",,,,0.75,0,2025-08-01,1,False,False,73,10,1,1,0,0,37,0
322,Experiencing cough and cough. Could this be covid? #health #Kenya,kisii,2025-08-24 02:50:32.652896,-0.2704133783070385,negative,[],46,61,twitter,user1133,"Kisii, Kenya",,,,0.75,0,2025-08-24,1,False,True,65,10,1,1,0,0,107,1
323,Experiencing pain and pain. Could this be diarrhea? #health #Kenya,kitale,2025-08-18 03:19:32.652896,-0.1613904440408976,negative,[],10,80,twitter,user4593,"Kitale, Kenya",,,,0.5,0,2025-08-18,1,False,False,66,10,1,1,0,0,90,0
324,Is there a covid outbreak? Hearing lots of cases in Mombasa,eldoret,2025-09-18 13:58:32.652896,-0.1863957680374579,negative,[],36,49,twitter,user3336,"Eldoret, Kenya",,,,1.0,0,2025-09-18,1,False,False,59,11,1,1,0,0,85,0
325,My friend has headache and headache. Should we worry about influenza?,kakamega,2025-09-21 22:26:32.652896,-0.22129443516868197,negative,[],48,69,twitter,user7646,"Kakamega, Kenya",,,,0.75,0,2025-09-21,1,False,True,69,11,1,1,0,0,117,1
326,PSA: Get checked if you have dizziness. malaria is spreading in Busia,bungoma,2025-09-05 20:08:32.652896,-0.160160423708183,negative,[],25,84,twitter,user4739,"Bungoma, Kenya",,,,0.75,0,2025-09-05,1,False,False,69,12,1,1,0,0,109,1
327,Visited hospital today - so many covid patients. Stay healthy Meru!,kericho,2025-08-05 02:04:32.652896,-0.1574679336889286,negative,[],42,86,twitter,user9053,"Kericho, Kenya",,,,0.75,0,2025-08-05,1,False,False,67,11,1,1,0,0,128,1
328,Cases of measles reported in Bungoma. Please stay safe everyone!,mombasa,2025-07-23 06:25:32.652896,-0.11083743737728322,negative,[],9,57,twitter,user5120,"Mombasa, Kenya",,,,0.5,0,2025-07-23,1,False,False,64,10,1,1,0,0,66,0
329,Anyone else in Nakuru experiencing headache? Worried about diarrhea,kisii,2025-07-15 22:58:32.662841,-0.24755060193081443,negative,[],27,78,twitter,user4976,"Kisii, Kenya",,,,0.5,0,2025-07-15,1,False,False,67,9,1,1,0,0,105,1
330,Visited hospital today - so many diarrhea patients. Stay healthy Bungoma!,nakuru,2025-09-10 05:26:32.662841,-0.15591246834103303,negative,[],11,64,twitter,user3482,"Nakuru, Kenya",,,,0.5,0,2025-09-10,1,False,False,73,11,1,1,0,0,75,0
331,Experiencing nausea and nausea. Could this be diarrhea? #health #Kenya,machakos,2025-08-08 02:26:32.662841,-0.1384721672614661,negative,[],24,61,twitter,user8057,"Machakos, Kenya",,,,0.5,0,2025-08-08,1,False,False,70,10,1,1,0,0,85,0
332,Anyone else in Nyeri experiencing sweating? Worried about typhoid,bungoma,2025-07-16 03:04:32.662841,-0.1810437271668291,negative,[],28,69,twitter,user1524,"Bungoma, Kenya",,,,0.5,0,2025-07-16,1,False,False,65,9,1,1,0,0,97,0
333,Is there a flu outbreak? Hearing lots of cases in Nyeri,meru,2025-08-30 01:29:32.662841,-0.22115233654702604,negative,[],14,42,twitter,user6012,"Meru, Kenya",,,,1.0,0,2025-08-30,1,False,True,55,11,1,1,0,0,56,0
334,Is there a covid outbreak? Hearing lots of cases in Nakuru,nakuru,2025-09-21 14:40:32.669294,-0.2650717480428774,negative,[],15,76,twitter,user6548,"Nakuru, Kenya",,,,1.0,0,2025-09-21,1,False,True,58,11,1,1,0,0,91,0
335,Is there a flu outbreak? Hearing lots of cases in Nairobi,kericho,2025-10-02 10:35:32.669294,-0.2501078351184178,negative,[],42,58,twitter,user7365,"Kericho, Kenya",,,,1.0,0,2025-10-02,1,False,False,57,11,1,1,0,0,100,1
336,Anyone else in Busia experiencing cough? Worried about cholera,mombasa,2025-07-27 05:25:32.669294,-0.2876707168503779,negative,[],27,80,twitter,user5995,"Mombasa, Kenya",,,,0.75,0,2025-07-27,1,False,True,62,9,1,1,0,0,107,1
337,"Feeling terrible - sweating, sweating and sweating. Hope it's not influenza",eldoret,2025-08-06 13:16:32.669294,-0.15299737955696038,negative,[],11,26,twitter,user9834,"Eldoret, Kenya",,,,0.75,0,2025-08-06,1,False,False,75,11,1,1,0,0,37,0
338,PSA: Get checked if you have weakness. typhoid is spreading in Bungoma,machakos,2025-09-27 15:56:32.669294,-0.12252607028163554,negative,[],12,21,twitter,user7859,"Machakos, Kenya",,,,0.5,0,2025-09-27,1,False,True,70,12,1,1,0,0,33,0
339,Experiencing chills and chills. Could this be typhoid? #health #Kenya,thika,2025-08-30 22:23:32.669294,-0.29579193889263183,negative,[],39,59,twitter,user4693,"Thika, Kenya",,,,0.5,0,2025-08-30,1,False,True,69,10,1,1,0,0,98,0
340,"Feeling terrible - fatigue, fatigue and fatigue. Hope it's not cholera",nakuru,2025-09-22 07:14:32.669294,-0.16586057565267304,negative,[],7,90,twitter,user2140,"Nakuru, Kenya",,,,0.75,0,2025-09-22,1,False,False,70,11,1,1,0,0,97,0
341,"Feeling terrible - pain, pain and pain. Hope it's not influenza",bungoma,2025-09-29 06:04:32.669294,-0.14832057834484771,negative,[],9,39,twitter,user5938,"Bungoma, Kenya",,,,0.75,0,2025-09-29,1,False,False,63,11,1,1,0,0,48,0
342,Cases of covid reported in Kisumu. Please stay safe everyone!,machakos,2025-08-06 02:40:32.669294,-0.26910393837721314,negative,[],28,92,twitter,user2168,"Machakos, Kenya",,,,0.75,0,2025-08-06,1,False,False,61,10,1,1,0,0,120,1
343,Cases of dengue reported in Malindi. Please stay safe everyone!,kakamega,2025-07-23 07:34:32.678622,-0.1705911227196196,negative,[],26,49,twitter,user5354,"Kakamega, Kenya",,,,0.5,0,2025-07-23,1,False,False,63,10,1,1,0,0,75,0
344,Health alert: meningitis cases increasing in Kisii area,kakamega,2025-09-26 00:55:32.679597,-0.14039138149426933,negative,[],36,23,twitter,user7117,"Kakamega, Kenya",,,,0.5,0,2025-09-26,1,False,False,55,8,1,1,0,0,59,0
345,Is there a cholera outbreak? Hearing lots of cases in Kisumu,mombasa,2025-07-24 01:01:32.680780,-0.11227393882908263,negative,[],49,19,twitter,user2647,"Mombasa, Kenya",,,,1.0,0,2025-07-24,1,False,False,60,11,1,1,0,0,68,0
346,Anyone else in Kisii experiencing pain? Worried about pneumonia,machakos,2025-09-20 18:10:32.680780,-0.1768033631637939,negative,[],43,89,twitter,user1074,"Machakos, Kenya",,,,0.5,0,2025-09-20,1,False,True,63,9,1,1,0,0,132,1
347,Anyone else in Garissa experiencing nausea? Worried about yellow fever,machakos,2025-09-02 00:05:32.680780,-0.2713411677857213,negative,[],42,47,twitter,user3843,"Machakos, Kenya",,,,0.75,0,2025-09-02,1,False,False,70,10,1,1,0,0,89,0
348,Kilifi residents reporting pain. Any idea what's going on?,kilifi,2025-10-01 04:01:32.680780,-0.17911201956969328,negative,[],22,5,twitter,user2306,"Kilifi, Kenya",,,,0.5,0,2025-10-01,1,False,False,58,9,1,1,0,0,27,0
349,My friend has weakness and weakness. Should we worry about influenza?,nyeri,2025-07-18 03:54:32.680780,-0.17944523434295762,negative,[],37,34,twitter,user1771,"Nyeri, Kenya",,,,0.75,0,2025-07-18,1,False,False,69,11,1,1,0,0,71,0
350,"Feeling terrible - chills, chills and chills. Hope it's not flu",garissa,2025-09-04 17:17:32.680780,-0.16534056080936038,negative,[],3,32,twitter,user6055,"Garissa, Kenya",,,,0.75,0,2025-09-04,1,False,False,63,11,1,1,0,0,35,0
351,Anyone else in Machakos experiencing dizziness? Worried about diarrhea,meru,2025-09-13 20:11:32.680780,-0.29236827697035267,negative,[],2,40,twitter,user1173,"Meru, Kenya",,,,0.5,0,2025-09-13,1,False,True,70,9,1,1,0,0,42,0
352,Malindi residents reporting headache. Any idea what's going on?,kitale,2025-07-30 11:36:32.680780,-0.16564180181829996,negative,[],3,29,twitter,user2349,"Kitale, Kenya",,,,0.5,0,2025-07-30,1,False,False,63,9,1,1,0,0,32,0
353,Experiencing dizziness and dizziness. Could this be flu? #health #Kenya,mombasa,2025-07-27 00:04:32.680780,-0.22202426224252975,negative,[],11,45,twitter,user9116,"Mombasa, Kenya",,,,0.75,0,2025-07-27,1,False,True,71,10,1,1,0,0,56,0
354,Experiencing fever and fever. Could this be diarrhea? #health #Kenya,garissa,2025-09-22 21:24:32.680780,-0.20293605605210047,negative,[],24,98,twitter,user2795,"Garissa, Kenya",,,,0.75,0,2025-09-22,1,False,False,68,10,1,1,0,0,122,1
355,Experiencing fever and fever. Could this be influenza? #health #Kenya,nakuru,2025-07-25 14:10:32.680780,-0.25004692018687924,negative,[],35,75,twitter,user4279,"Nakuru, Kenya",,,,1.0,0,2025-07-25,1,False,False,69,10,1,1,0,0,110,1
356,Experiencing fever and fever. Could this be diarrhea? #health #Kenya,nyeri,2025-09-03 06:54:32.680780,-0.19046866135366647,negative,[],28,91,twitter,user8264,"Nyeri, Kenya",,,,0.75,0,2025-09-03,1,False,False,68,10,1,1,0,0,119,1
357,PSA: Get checked if you have headache. measles is spreading in Kisii,eldoret,2025-09-04 05:17:32.680780,-0.23807781959909136,negative,[],12,26,twitter,user7228,"Eldoret, Kenya",,,,0.5,0,2025-09-04,1,False,False,68,12,1,1,0,0,38,0
358,Visited hospital today - so many influenza patients. Stay healthy Nyeri!,machakos,2025-10-01 09:32:32.680780,-0.11984749312877227,negative,[],26,76,twitter,user8387,"Machakos, Kenya",,,,0.75,0,2025-10-01,1,False,False,72,11,1,1,0,0,102,1
359,My friend has fever and fever. Should we worry about diarrhea?,eldoret,2025-08-25 21:48:32.680780,-0.17129902940422365,negative,[],32,72,twitter,user6313,"Eldoret, Kenya",,,,0.75,0,2025-08-25,1,False,False,62,11,1,1,0,0,104,1
360,Health alert: influenza cases increasing in Bungoma area,nairobi,2025-09-07 08:36:32.694408,-0.26357692946895384,negative,[],19,58,twitter,user2139,"Nairobi, Kenya",,,,0.75,0,2025-09-07,1,False,True,56,8,1,1,0,0,77,0
361,Visited hospital today - so many measles patients. Stay healthy Kisumu!,busia,2025-09-05 08:10:32.696133,-0.25830604162619974,negative,[],1,11,twitter,user8993,"Busia, Kenya",,,,0.5,0,2025-09-05,1,False,False,71,11,1,1,0,0,12,0
