id,text,county,created_at,sentiment_score,sentiment_label,keywords,retweet_count,favorite_count,source_type,username,location,title,source,url,health_relevance_score,interest_score,keyword,geo_location,disease_type,outbreak_status,case_count,date,outbreak_occurred,health_relevance_score_computed,is_recent,is_weekend,text_length,word_count,has_county,is_social_media,is_news,is_official,engagement_score,high_engagement
905,Outbreak of malaria in Nairobi. Be vigilant,nairobi,2025-10-16 12:31:42.100532,0.81401563272631,positive,['health'],18,90,twitter,synthetic_user_706,Kisumu,,,,,0.0,,,,,,2025-10-16,1,0.75,True,False,43,7,1,1,0,0,108,1
906,Nakuru health center needs more equipment. Overwhelmed,nakuru,2025-10-16 12:31:42.100532,-0.04698642352256632,neutral,"['outbreak', 'hospital', 'health']",29,100,twitter,synthetic_user_117,Nakuru,,,,,0.0,,,,,,2025-10-16,0,0.25,True,False,54,7,1,1,0,0,129,1
907,Health workers in Nairobi are coping. Limited resources,nairobi,2025-10-17 12:31:42.100532,-0.5545731956853646,neutral,"['outbreak', 'hospital', 'health']",23,35,twitter,synthetic_user_370,Kisumu,,,,,0.0,,,,,,2025-10-17,0,0.5,True,False,55,8,1,1,0,0,58,0
908,Visited Mombasa hospital today. Helpful staff,kisumu,2025-10-12 12:31:42.100532,0.21333543254787224,neutral,"['hospital', 'outbreak', 'disease']",7,52,twitter,synthetic_user_588,Mombasa,,,,,0.0,,,,,,2025-10-12,0,0.25,True,True,45,6,1,1,0,0,59,0
909,Outbreak of flu in Nairobi. Follow guidelines,nakuru,2025-10-14 12:31:42.101612,-0.8883488312892971,neutral,"['disease', 'outbreak', 'health']",24,42,twitter,synthetic_user_372,Nairobi,,,,,0.0,,,,,,2025-10-14,1,1.0,True,False,45,7,1,1,0,0,66,0
910,Outbreak of dengue in Kisumu. Be vigilant,mombasa,2025-10-12 12:31:42.101612,0.7238925044647695,neutral,['hospital'],50,15,twitter,synthetic_user_556,Nairobi,,,,,0.0,,,,,,2025-10-12,0,0.5,True,True,41,7,1,1,0,0,65,0
911,Outbreak of dengue in Mombasa. Be vigilant,mombasa,2025-10-17 12:31:42.101612,-0.23443290665605643,negative,['health'],5,69,twitter,synthetic_user_990,Kisumu,,,,,0.0,,,,,,2025-10-17,1,0.75,True,False,42,7,1,1,0,0,74,0
912,Health workers in Nairobi are working hard. Long hours,nakuru,2025-10-16 12:31:42.101612,0.9290847430105142,positive,"['hospital', 'outbreak']",9,1,twitter,synthetic_user_151,Nakuru,,,,,0.0,,,,,,2025-10-16,0,0.0,True,False,54,9,1,1,0,0,10,0
913,Health alert in Nakuru: dengue cases reported. Stay safe!,nairobi,2025-10-12 12:31:42.101612,-0.9262770389314616,neutral,"['outbreak', 'health']",16,86,twitter,synthetic_user_844,Nairobi,,,,,0.0,,,,,,2025-10-12,0,0.5,True,True,57,9,1,1,0,0,102,1
914,Health alert in Kisumu: malaria cases reported. Stay safe!,kisumu,2025-10-15 12:31:42.112610,0.44001282032795963,negative,"['outbreak', 'disease']",20,53,twitter,synthetic_user_891,Mombasa,,,,,0.0,,,,,,2025-10-15,0,0.5,True,False,58,9,1,1,0,0,73,0
915,Nakuru health center needs more supplies. Overwhelmed,kisumu,2025-10-18 12:31:42.112610,-0.23038810568704116,positive,"['disease', 'hospital']",30,93,twitter,synthetic_user_183,Nairobi,,,,,0.0,,,,,,2025-10-18,0,0.5,True,True,53,7,1,1,0,0,123,1
916,Mombasa health center needs more medicines. Understaffed,mombasa,2025-10-18 12:31:42.112610,-0.20195273637232125,negative,['outbreak'],48,15,twitter,synthetic_user_208,Kisumu,,,,,0.0,,,,,,2025-10-18,0,0.5,True,True,56,7,1,1,0,0,63,0
917,Health alert in Nairobi: cholera cases reported. Stay safe!,mombasa,2025-10-13 12:31:42.113611,-0.0366993340264159,positive,"['outbreak', 'hospital']",3,26,twitter,synthetic_user_340,Nakuru,,,,,0.0,,,,,,2025-10-13,0,0.5,True,False,59,9,1,1,0,0,29,0
918,Visited Mombasa hospital today. Good service,kisumu,2025-10-13 12:31:42.113611,0.09391242000837874,positive,"['health', 'hospital']",18,35,twitter,synthetic_user_656,Nairobi,,,,,0.0,,,,,,2025-10-13,0,0.25,True,False,44,6,1,1,0,0,53,0
919,Health workers in Nakuru are struggling. Many patients,nakuru,2025-10-18 12:31:42.113611,-0.04873283133534123,positive,"['outbreak', 'hospital', 'health']",46,94,twitter,synthetic_user_274,Nakuru,,,,,0.0,,,,,,2025-10-18,0,0.25,True,True,54,8,1,1,0,0,140,1
920,Health workers in Nairobi are overwhelmed. High demand,kisumu,2025-10-15 12:31:42.113611,-0.7369526059431493,neutral,"['health', 'outbreak']",15,38,twitter,synthetic_user_508,Nairobi,,,,,0.0,,,,,,2025-10-15,0,0.5,True,False,54,8,1,1,0,0,53,0
921,Outbreak of cholera in Mombasa. Stay informed,mombasa,2025-10-13 12:31:42.113611,0.46504463843384625,positive,['health'],15,82,twitter,synthetic_user_273,Nairobi,,,,,0.0,,,,,,2025-10-13,1,0.75,True,False,45,7,1,1,0,0,97,1
922,Health alert in Nakuru: cholera cases reported. Stay safe!,mombasa,2025-10-16 12:31:42.114612,-0.5246934903751224,positive,['disease'],8,47,twitter,synthetic_user_419,Mombasa,,,,,0.0,,,,,,2025-10-16,1,0.75,True,False,58,9,1,1,0,0,55,0
923,Mombasa health center needs more medicines. Coping,kisumu,2025-10-16 12:31:42.114612,-0.431262861177266,neutral,"['disease', 'outbreak', 'hospital']",10,16,twitter,synthetic_user_894,Nakuru,,,,,0.0,,,,,,2025-10-16,0,0.5,True,False,50,7,1,1,0,0,26,0
924,Health alert in Nakuru: malaria cases reported. Stay safe!,nairobi,2025-10-15 12:31:42.114612,0.14143345548977027,negative,['disease'],16,38,twitter,synthetic_user_104,Kisumu,,,,,0.0,,,,,,2025-10-15,0,0.5,True,False,58,9,1,1,0,0,54,0
925,Health alert in Nairobi: flu cases reported. Stay safe!,mombasa,2025-10-13 12:31:42.114612,-0.9816083804915532,neutral,['disease'],20,50,twitter,synthetic_user_973,Mombasa,,,,,0.0,,,,,,2025-10-13,1,0.75,True,False,55,9,1,1,0,0,70,0
926,Visited Kisumu hospital today. Crowded,nakuru,2025-10-14 12:31:42.114612,-0.24929788274763598,negative,"['hospital', 'health']",0,26,twitter,synthetic_user_989,Nairobi,,,,,0.0,,,,,,2025-10-14,0,0.5,True,False,38,5,1,1,0,0,26,0
927,Kisumu health center needs more medicines. Understaffed,nakuru,2025-10-12 12:31:42.114612,0.6219271432640419,neutral,"['hospital', 'disease']",43,50,twitter,synthetic_user_877,Mombasa,,,,,0.0,,,,,,2025-10-12,0,0.25,True,True,55,7,1,1,0,0,93,1
928,Health alert in Mombasa: dengue cases reported. Stay safe!,nakuru,2025-10-15 12:31:42.114612,-0.9132464008863346,neutral,"['health', 'outbreak']",26,53,twitter,synthetic_user_473,Mombasa,,,,,0.0,,,,,,2025-10-15,0,0.5,True,False,58,9,1,1,0,0,79,0
929,Mombasa health center needs more medicines. Overwhelmed,kisumu,2025-10-15 12:31:42.114612,-0.008991476636074802,positive,['hospital'],31,3,twitter,synthetic_user_927,Nakuru,,,,,0.0,,,,,,2025-10-15,0,0.25,True,False,55,7,1,1,0,0,34,0
930,Outbreak of dengue in Nakuru. Follow guidelines,mombasa,2025-10-12 12:31:42.114612,0.45830591740327065,neutral,"['hospital', 'disease']",11,3,twitter,synthetic_user_882,Mombasa,,,,,0.0,,,,,,2025-10-12,0,0.5,True,True,47,7,1,1,0,0,14,0
931,Visited Kisumu hospital today. Crowded,mombasa,2025-10-12 12:31:42.114612,-0.9682981592756663,negative,"['disease', 'hospital']",35,76,twitter,synthetic_user_168,Nairobi,,,,,0.0,,,,,,2025-10-12,0,0.5,True,True,38,5,1,1,0,0,111,1
932,Visited Nairobi hospital today. Helpful staff,nakuru,2025-10-12 12:31:42.115610,0.7003656322703877,negative,['health'],35,37,twitter,synthetic_user_209,Kisumu,,,,,0.0,,,,,,2025-10-12,0,0.25,True,True,45,6,1,1,0,0,72,0
933,Outbreak of flu in Nakuru. Be vigilant,mombasa,2025-10-12 12:31:42.116270,0.4700135140061841,neutral,"['disease', 'health']",33,71,twitter,synthetic_user_976,Kisumu,,,,,0.0,,,,,,2025-10-12,1,0.75,True,True,38,7,1,1,0,0,104,1
934,Health workers in Kisumu are working hard. Long hours,nairobi,2025-10-17 12:31:42.116270,-0.5399452216768312,positive,['outbreak'],50,46,twitter,synthetic_user_990,Mombasa,,,,,0.0,,,,,,2025-10-17,0,0.5,True,False,53,9,1,1,0,0,96,1
935,Health workers in Nakuru are struggling. High demand,mombasa,2025-10-19 12:31:42.116270,0.042221967987112086,negative,['outbreak'],42,46,twitter,synthetic_user_870,Kisumu,,,,,0.0,,,,,,2025-10-19,0,0.25,True,True,52,8,1,1,0,0,88,1
936,Outbreak of malaria in Kisumu. Be vigilant,mombasa,2025-10-13 12:31:42.116270,-0.12873601863386752,neutral,"['health', 'disease']",38,21,twitter,synthetic_user_251,Nairobi,,,,,0.0,,,,,,2025-10-13,1,1.0,True,False,42,7,1,1,0,0,59,0
937,Visited Kisumu hospital today. Good service,mombasa,2025-10-16 12:31:42.116270,-0.16788312014941975,negative,"['outbreak', 'health']",7,70,twitter,synthetic_user_135,Nairobi,,,,,0.0,,,,,,2025-10-16,0,0.5,True,False,43,6,1,1,0,0,77,0
938,Nakuru health center needs more supplies. Coping,nakuru,2025-10-16 12:31:42.126527,-0.12071550969418343,neutral,"['outbreak', 'health', 'hospital']",39,94,twitter,synthetic_user_866,Nairobi,,,,,0.0,,,,,,2025-10-16,0,0.5,True,False,48,7,1,1,0,0,133,1
939,Outbreak of covid in Nakuru. Be vigilant,kisumu,2025-10-19 12:31:42.126527,-0.2472107739111178,positive,['disease'],48,6,twitter,synthetic_user_816,Nairobi,,,,,0.0,,,,,,2025-10-19,1,1.0,True,True,40,7,1,1,0,0,54,0
940,Health alert in Nakuru: covid cases reported. Stay safe!,nakuru,2025-10-18 12:31:42.126527,0.7834076351422743,positive,['outbreak'],20,56,twitter,synthetic_user_409,Nakuru,,,,,0.0,,,,,,2025-10-18,0,0.5,True,True,56,9,1,1,0,0,76,0
941,Health workers in Kisumu are coping. Many patients,nairobi,2025-10-15 12:31:42.126527,-0.38238598417809855,positive,"['outbreak', 'health']",43,73,twitter,synthetic_user_158,Nairobi,,,,,0.0,,,,,,2025-10-15,0,0.5,True,False,50,8,1,1,0,0,116,1
942,Outbreak of malaria in Nairobi. Take precautions,kisumu,2025-10-17 12:31:42.127530,-0.31329394994457105,negative,['hospital'],48,5,twitter,synthetic_user_296,Nairobi,,,,,0.0,,,,,,2025-10-17,1,1.0,True,False,48,7,1,1,0,0,53,0
943,Visited Nakuru hospital today. Good service,mombasa,2025-10-17 12:31:42.127530,0.6803410777651897,positive,['health'],19,74,twitter,synthetic_user_866,Nakuru,,,,,0.0,,,,,,2025-10-17,0,0.25,True,False,43,6,1,1,0,0,93,1
944,Health alert in Mombasa: cholera cases reported. Stay safe!,nairobi,2025-10-17 12:31:42.127530,0.41950550846003654,neutral,"['hospital', 'outbreak', 'health']",49,85,twitter,synthetic_user_291,Nairobi,,,,,0.0,,,,,,2025-10-17,0,0.5,True,False,59,9,1,1,0,0,134,1
945,Visited Nakuru hospital today. Crowded,mombasa,2025-10-16 12:31:42.127530,-0.5001355028827901,neutral,['hospital'],35,59,twitter,synthetic_user_129,Nakuru,,,,,0.0,,,,,,2025-10-16,0,0.5,True,False,38,5,1,1,0,0,94,1
946,Health workers in Mombasa are working hard. Limited resources,mombasa,2025-10-12 12:31:42.127530,-0.8626419229921061,neutral,"['health', 'disease']",29,95,twitter,synthetic_user_128,Nairobi,,,,,0.0,,,,,,2025-10-12,0,0.5,True,True,61,9,1,1,0,0,124,1
947,Nairobi health center needs more medicines. Coping,nairobi,2025-10-18 12:31:42.127530,-0.1631428347623045,positive,"['hospital', 'disease', 'outbreak']",8,86,twitter,synthetic_user_967,Mombasa,,,,,0.0,,,,,,2025-10-18,0,0.5,True,True,50,7,1,1,0,0,94,1
948,Health workers in Mombasa are overwhelmed. Limited resources,nairobi,2025-10-14 12:31:42.128529,-0.4285076477430638,neutral,"['outbreak', 'disease']",29,3,twitter,synthetic_user_518,Kisumu,,,,,0.0,,,,,,2025-10-14,0,0.5,True,False,60,8,1,1,0,0,32,0
949,Health workers in Nairobi are overwhelmed. Limited resources,mombasa,2025-10-12 12:31:42.128529,-0.4621439351294505,neutral,['hospital'],6,23,twitter,synthetic_user_314,Nairobi,,,,,0.0,,,,,,2025-10-12,0,0.5,True,True,60,8,1,1,0,0,29,0
950,Nairobi health center needs more equipment. Struggling,nairobi,2025-10-18 12:31:42.128529,-0.9870575375880606,negative,"['disease', 'hospital', 'health']",16,7,twitter,synthetic_user_364,Nairobi,,,,,0.0,,,,,,2025-10-18,0,0.5,True,True,54,7,1,1,0,0,23,0
951,Mombasa health center needs more medicines. Understaffed,nakuru,2025-10-17 12:31:42.128529,-0.4742967098378932,negative,['disease'],24,100,twitter,synthetic_user_866,Mombasa,,,,,0.0,,,,,,2025-10-17,0,0.5,True,False,56,7,1,1,0,0,124,1
952,Outbreak of cholera in Kisumu. Stay informed,kisumu,2025-10-15 12:31:42.129530,0.9201290710152581,neutral,"['hospital', 'outbreak', 'health']",44,94,twitter,synthetic_user_820,Nakuru,,,,,0.0,,,,,,2025-10-15,1,0.75,True,False,44,7,1,1,0,0,138,1
953,Visited Mombasa hospital today. Crowded,nakuru,2025-10-17 12:31:42.161085,-0.9580843531242864,neutral,"['outbreak', 'disease']",21,47,twitter,synthetic_user_799,Nairobi,,,,,0.0,,,,,,2025-10-17,0,0.5,True,False,39,5,1,1,0,0,68,0
954,Outbreak of dengue in Kisumu. Be vigilant,mombasa,2025-10-15 12:31:42.162085,0.053130998354310455,neutral,"['health', 'outbreak', 'disease']",5,81,twitter,synthetic_user_371,Mombasa,,,,,0.0,,,,,,2025-10-15,0,0.5,True,False,41,7,1,1,0,0,86,1
955,Outbreak of cholera in Nakuru. Take precautions,nairobi,2025-10-15 12:31:42.162085,0.6127216874836028,negative,"['outbreak', 'disease', 'hospital']",41,24,twitter,synthetic_user_576,Nairobi,,,,,0.0,,,,,,2025-10-15,1,0.75,True,False,47,7,1,1,0,0,65,0
956,Health alert in Mombasa: covid cases reported. Stay safe!,kisumu,2025-10-12 12:31:42.172190,0.06578218369620337,negative,['disease'],4,100,twitter,synthetic_user_189,Mombasa,,,,,0.0,,,,,,2025-10-12,0,0.5,True,True,57,9,1,1,0,0,104,1
957,Outbreak of cholera in Nakuru. Follow guidelines,nairobi,2025-10-14 12:31:42.173091,0.39715989308042876,negative,"['hospital', 'health']",49,28,twitter,synthetic_user_807,Nairobi,,,,,0.0,,,,,,2025-10-14,1,0.75,True,False,48,7,1,1,0,0,77,0
958,Nakuru health center needs more medicines. Coping,nairobi,2025-10-15 12:31:42.173091,0.22335214141476323,positive,"['hospital', 'health']",29,5,twitter,synthetic_user_866,Kisumu,,,,,0.0,,,,,,2025-10-15,0,0.25,True,False,49,7,1,1,0,0,34,0
959,Visited Nairobi hospital today. Long wait,nakuru,2025-10-14 12:31:42.173091,0.934241346768587,positive,['health'],6,59,twitter,synthetic_user_559,Nairobi,,,,,0.0,,,,,,2025-10-14,0,0.25,True,False,41,6,1,1,0,0,65,0
960,Visited Nairobi hospital today. Crowded,nairobi,2025-10-18 12:31:42.173091,-0.23528613533867726,positive,"['hospital', 'outbreak']",33,86,twitter,synthetic_user_492,Nakuru,,,,,0.0,,,,,,2025-10-18,0,0.5,True,True,39,5,1,1,0,0,119,1
961,Mombasa health center needs more medicines. Struggling,nakuru,2025-10-13 12:31:42.173091,0.6974007838494642,negative,['health'],15,73,twitter,synthetic_user_229,Nakuru,,,,,0.0,,,,,,2025-10-13,0,0.25,True,False,54,7,1,1,0,0,88,1
962,Nakuru health center needs more equipment. Coping,kisumu,2025-10-12 12:31:42.173091,-0.9074482461515663,negative,"['disease', 'outbreak']",12,89,twitter,synthetic_user_181,Mombasa,,,,,0.0,,,,,,2025-10-12,0,0.5,True,True,49,7,1,1,0,0,101,1
963,Health alert in Mombasa: flu cases reported. Stay safe!,kisumu,2025-10-17 12:31:42.173091,0.38192097880541187,neutral,['disease'],34,81,twitter,synthetic_user_440,Mombasa,,,,,0.0,,,,,,2025-10-17,0,0.5,True,False,55,9,1,1,0,0,115,1
964,Outbreak of flu in Nairobi. Be vigilant,mombasa,2025-10-14 12:31:42.173091,-0.4489029596680849,positive,['hospital'],6,11,twitter,synthetic_user_802,Nakuru,,,,,0.0,,,,,,2025-10-14,1,1.0,True,False,39,7,1,1,0,0,17,0
965,Health workers in Nairobi are struggling. Long hours,nakuru,2025-10-16 12:31:42.174084,0.10766165913843073,positive,"['health', 'disease']",13,57,twitter,synthetic_user_513,Mombasa,,,,,0.0,,,,,,2025-10-16,0,0.25,True,False,52,8,1,1,0,0,70,0
966,Visited Kisumu hospital today. Long wait,nairobi,2025-10-13 12:31:42.174084,0.2390857640200077,neutral,"['health', 'hospital']",46,95,twitter,synthetic_user_858,Kisumu,,,,,0.0,,,,,,2025-10-13,0,0.25,True,False,40,6,1,1,0,0,141,1
967,Kisumu health center needs more staff. Coping,kisumu,2025-10-17 12:31:42.174084,0.9442040899866877,neutral,"['health', 'hospital']",38,34,twitter,synthetic_user_692,Kisumu,,,,,0.0,,,,,,2025-10-17,0,0.25,True,False,45,7,1,1,0,0,72,0
968,Kisumu health center needs more supplies. Struggling,nairobi,2025-10-17 12:31:42.174084,-0.8775574826707053,positive,['health'],29,7,twitter,synthetic_user_662,Mombasa,,,,,0.0,,,,,,2025-10-17,0,0.5,True,False,52,7,1,1,0,0,36,0
969,Health workers in Kisumu are struggling. Long hours,nairobi,2025-10-15 12:31:42.174084,0.8802006253352512,neutral,"['health', 'hospital', 'outbreak']",13,88,twitter,synthetic_user_191,Nakuru,,,,,0.0,,,,,,2025-10-15,0,0.25,True,False,51,8,1,1,0,0,101,1
970,Health alert in Kisumu: dengue cases reported. Stay safe!,nairobi,2025-10-19 12:31:42.175084,0.24488105171165597,positive,"['outbreak', 'disease']",2,81,twitter,synthetic_user_441,Kisumu,,,,,0.0,,,,,,2025-10-19,0,0.25,True,True,57,9,1,1,0,0,83,0
971,Kisumu health center needs more supplies. Understaffed,kisumu,2025-10-13 12:31:42.175084,0.4321402496835818,negative,"['hospital', 'disease', 'health']",4,81,twitter,synthetic_user_324,Nakuru,,,,,0.0,,,,,,2025-10-13,0,0.25,True,False,54,7,1,1,0,0,85,0
972,Health alert in Mombasa: malaria cases reported. Stay safe!,nairobi,2025-10-12 12:31:42.175084,-0.9441729161629582,neutral,"['disease', 'outbreak']",49,87,twitter,synthetic_user_417,Kisumu,,,,,0.0,,,,,,2025-10-12,1,0.75,True,True,59,9,1,1,0,0,136,1
973,Health workers in Mombasa are struggling. Limited resources,mombasa,2025-10-18 12:31:42.175084,0.5098154961198338,neutral,"['hospital', 'health', 'disease']",19,87,twitter,synthetic_user_249,Mombasa,,,,,0.0,,,,,,2025-10-18,0,0.25,True,True,59,8,1,1,0,0,106,1
974,Mombasa health center needs more equipment. Coping,kisumu,2025-10-16 12:31:42.175084,-0.4668503490910969,neutral,"['outbreak', 'disease', 'hospital']",16,54,twitter,synthetic_user_286,Nairobi,,,,,0.0,,,,,,2025-10-16,0,0.5,True,False,50,7,1,1,0,0,70,0
975,Visited Nakuru hospital today. Helpful staff,kisumu,2025-10-18 12:31:42.176084,0.4410220500536699,negative,"['hospital', 'outbreak', 'health']",40,15,twitter,synthetic_user_772,Nakuru,,,,,0.0,,,,,,2025-10-18,0,0.25,True,True,44,6,1,1,0,0,55,0
976,Nakuru health center needs more medicines. Overwhelmed,nakuru,2025-10-17 12:31:42.176084,-0.13870636496460964,positive,"['outbreak', 'hospital', 'health']",31,5,twitter,synthetic_user_778,Nakuru,,,,,0.0,,,,,,2025-10-17,0,0.5,True,False,54,7,1,1,0,0,36,0
977,Visited Nakuru hospital today. Good service,nairobi,2025-10-19 12:31:42.176084,-0.11629352719540709,negative,"['health', 'hospital', 'disease']",50,86,twitter,synthetic_user_394,Nairobi,,,,,0.0,,,,,,2025-10-19,0,0.5,True,True,43,6,1,1,0,0,136,1
978,Health workers in Mombasa are overwhelmed. Long hours,nakuru,2025-10-16 12:31:42.186941,0.7595274242177019,negative,"['hospital', 'health', 'outbreak']",26,55,twitter,synthetic_user_923,Mombasa,,,,,0.0,,,,,,2025-10-16,0,0.25,True,False,53,8,1,1,0,0,81,0
979,Health alert in Nairobi: flu cases reported. Stay safe!,mombasa,2025-10-14 12:31:42.187910,0.4645380170998641,positive,['disease'],47,79,twitter,synthetic_user_292,Nairobi,,,,,0.0,,,,,,2025-10-14,0,0.5,True,False,55,9,1,1,0,0,126,1
980,Health alert in Nairobi: dengue cases reported. Stay safe!,nakuru,2025-10-13 12:31:42.187910,0.18713416524842463,negative,"['disease', 'health', 'outbreak']",30,43,twitter,synthetic_user_974,Kisumu,,,,,0.0,,,,,,2025-10-13,0,0.25,True,False,58,9,1,1,0,0,73,0
981,Health alert in Nairobi: dengue cases reported. Stay safe!,nairobi,2025-10-17 12:31:42.187910,0.9866911709347768,negative,"['hospital', 'health']",0,94,twitter,synthetic_user_531,Nakuru,,,,,0.0,,,,,,2025-10-17,0,0.25,True,False,58,9,1,1,0,0,94,1
982,Health alert in Nakuru: malaria cases reported. Stay safe!,mombasa,2025-10-14 12:31:42.187910,-0.3007514948590164,positive,['hospital'],12,59,twitter,synthetic_user_738,Nairobi,,,,,0.0,,,,,,2025-10-14,1,0.75,True,False,58,9,1,1,0,0,71,0
983,Outbreak of flu in Mombasa. Take precautions,mombasa,2025-10-14 12:31:42.187910,-0.9706504152640396,positive,"['hospital', 'disease']",50,4,twitter,synthetic_user_493,Kisumu,,,,,0.0,,,,,,2025-10-14,1,1.0,True,False,44,7,1,1,0,0,54,0
984,Visited Nakuru hospital today. Crowded,nairobi,2025-10-15 12:31:42.187910,-0.36115548042406753,neutral,['hospital'],27,93,twitter,synthetic_user_400,Nakuru,,,,,0.0,,,,,,2025-10-15,0,0.5,True,False,38,5,1,1,0,0,120,1
985,Visited Kisumu hospital today. Crowded,kisumu,2025-10-13 12:31:42.187910,0.4606301121637846,positive,"['hospital', 'outbreak', 'disease']",0,31,twitter,synthetic_user_953,Nakuru,,,,,0.0,,,,,,2025-10-13,0,0.25,True,False,38,5,1,1,0,0,31,0
986,Nakuru health center needs more staff. Struggling,nakuru,2025-10-17 12:31:42.187910,0.9460075533625147,neutral,['disease'],1,71,twitter,synthetic_user_587,Kisumu,,,,,0.0,,,,,,2025-10-17,0,0.25,True,False,49,7,1,1,0,0,72,0
987,Health workers in Nakuru are overwhelmed. Limited resources,mombasa,2025-10-12 12:31:42.187910,-0.015970463263342616,negative,"['outbreak', 'disease', 'hospital']",9,97,twitter,synthetic_user_829,Nakuru,,,,,0.0,,,,,,2025-10-12,0,0.25,True,True,59,8,1,1,0,0,106,1
988,Mombasa health center needs more medicines. Overwhelmed,nairobi,2025-10-19 12:31:42.188908,-0.7490539222518291,neutral,"['outbreak', 'disease']",18,65,twitter,synthetic_user_489,Kisumu,,,,,0.0,,,,,,2025-10-19,0,0.5,True,True,55,7,1,1,0,0,83,0
989,Outbreak of dengue in Nakuru. Follow guidelines,mombasa,2025-10-15 12:31:42.188908,0.34458941390977915,positive,"['hospital', 'outbreak']",48,43,twitter,synthetic_user_618,Nakuru,,,,,0.0,,,,,,2025-10-15,0,0.5,True,False,47,7,1,1,0,0,91,1
990,Visited Mombasa hospital today. Long wait,nakuru,2025-10-16 12:31:42.188908,-0.921811556719597,neutral,"['health', 'hospital']",37,26,twitter,synthetic_user_735,Kisumu,,,,,0.0,,,,,,2025-10-16,0,0.5,True,False,41,6,1,1,0,0,63,0
991,Health alert in Nakuru: covid cases reported. Stay safe!,mombasa,2025-10-12 12:31:42.188908,-0.37246652229363053,neutral,"['outbreak', 'health']",7,100,twitter,synthetic_user_467,Nakuru,,,,,0.0,,,,,,2025-10-12,1,0.75,True,True,56,9,1,1,0,0,107,1
992,Health alert in Mombasa: dengue cases reported. Stay safe!,nairobi,2025-10-17 12:31:42.188908,-0.5935323607971292,neutral,"['disease', 'outbreak']",34,18,twitter,synthetic_user_513,Nakuru,,,,,0.0,,,,,,2025-10-17,0,0.5,True,False,58,9,1,1,0,0,52,0
993,Health alert in Nakuru: dengue cases reported. Stay safe!,nakuru,2025-10-12 12:31:42.188908,-0.8581536942191721,neutral,['outbreak'],3,33,twitter,synthetic_user_510,Kisumu,,,,,0.0,,,,,,2025-10-12,0,0.5,True,True,57,9,1,1,0,0,36,0
994,Visited Mombasa hospital today. Long wait,nairobi,2025-10-19 12:31:42.188908,-0.8854941870529078,positive,"['outbreak', 'hospital', 'disease']",38,85,twitter,synthetic_user_156,Nairobi,,,,,0.0,,,,,,2025-10-19,0,0.5,True,True,41,6,1,1,0,0,123,1
995,Health workers in Kisumu are overwhelmed. Many patients,kisumu,2025-10-15 12:31:42.189907,0.491071536157512,negative,['outbreak'],9,90,twitter,synthetic_user_877,Kisumu,,,,,0.0,,,,,,2025-10-15,0,0.25,True,False,55,8,1,1,0,0,99,1
996,Outbreak of covid in Kisumu. Take precautions,kisumu,2025-10-14 12:31:42.189907,0.3354620593814377,negative,"['outbreak', 'health', 'disease']",29,69,twitter,synthetic_user_331,Kisumu,,,,,0.0,,,,,,2025-10-14,1,0.75,True,False,45,7,1,1,0,0,98,1
997,Health workers in Nairobi are overwhelmed. Long hours,kisumu,2025-10-19 12:31:42.189907,-0.8869987756513489,negative,['health'],16,62,twitter,synthetic_user_456,Kisumu,,,,,0.0,,,,,,2025-10-19,0,0.5,True,True,53,8,1,1,0,0,78,0
998,Visited Nairobi hospital today. Good service,kisumu,2025-10-12 12:31:42.189907,0.0067041561851892695,negative,"['disease', 'outbreak']",1,35,twitter,synthetic_user_310,Nakuru,,,,,0.0,,,,,,2025-10-12,0,0.25,True,True,44,6,1,1,0,0,36,0
999,Health workers in Kisumu are coping. Long hours,mombasa,2025-10-14 12:31:42.189907,-0.5016522421030509,neutral,['disease'],17,21,twitter,synthetic_user_153,Mombasa,,,,,0.0,,,,,,2025-10-14,0,0.5,True,False,47,8,1,1,0,0,38,0
1000,Visited Nairobi hospital today. Helpful staff,nairobi,2025-10-14 12:31:42.189907,0.6010106822499615,positive,['disease'],15,62,twitter,synthetic_user_974,Mombasa,,,,,0.0,,,,,,2025-10-14,0,0.25,True,False,45,6,1,1,0,0,77,0
1001,Outbreak of flu in Nakuru. Stay informed,kisumu,2025-10-16 12:31:42.201122,0.20647986396649487,negative,"['hospital', 'health', 'outbreak']",29,74,twitter,synthetic_user_659,Kisumu,,,,,0.0,,,,,,2025-10-16,1,0.75,True,False,40,7,1,1,0,0,103,1
1002,Health alert in Nakuru: flu cases reported. Stay safe!,mombasa,2025-10-13 12:31:42.201122,0.7519460862772194,positive,"['outbreak', 'disease']",13,53,twitter,synthetic_user_414,Nakuru,,,,,0.0,,,,,,2025-10-13,0,0.5,True,False,54,9,1,1,0,0,66,0
1003,Visited Nakuru hospital today. Good service,nakuru,2025-10-15 12:31:42.202121,0.5071950941273862,positive,"['outbreak', 'hospital', 'disease']",23,0,twitter,synthetic_user_201,Nairobi,,,,,0.0,,,,,,2025-10-15,0,0.25,True,False,43,6,1,1,0,0,23,0
1004,Health alert in Mombasa: cholera cases reported. Stay safe!,kisumu,2025-10-16 12:31:42.202121,0.008482013352269835,neutral,"['outbreak', 'health']",23,1,twitter,synthetic_user_313,Nakuru,,,,,0.0,,,,,,2025-10-16,0,0.5,True,False,59,9,1,1,0,0,24,0
