id,text,county,created_at,sentiment_score,sentiment_label,keywords,retweet_count,favorite_count,source_type,username,location,title,source,url,health_relevance_score,interest_score,date,outbreak_occurred,health_relevance_score_computed,is_recent,is_weekend,text_length,word_count,has_county,is_social_media,is_news,is_official,engagement_score,high_engagement
386,"Feeling terrible - vomiting, vomiting and vomiting. Hope it's not yellow fever",malindi,2025-09-07 09:54:32.732994,-0.26488239843760897,negative,[],47,8,twitter,user4435,"Malindi, Kenya",,,,,0,2025-09-07,1,0.75,False,True,78,12,1,1,0,0,55,0
387,"Feeling terrible - vomiting, vomiting and vomiting. Hope it's not meningitis",kisii,2025-08-23 17:00:32.732994,-0.10133051420892542,negative,[],31,38,twitter,user2899,"Kisii, Kenya",,,,,0,2025-08-23,0,0.5,False,True,76,11,1,1,0,0,69,0
388,PSA: Get checked if you have cough. covid is spreading in Thika,nairobi,2025-10-03 20:57:32.732994,-0.21956468552916447,negative,[],46,82,twitter,user2946,"Nairobi, Kenya",,,,,0,2025-10-03,1,0.75,False,False,63,12,1,1,0,0,128,1
389,Anyone else in Machakos experiencing cough? Worried about tuberculosis,mombasa,2025-08-23 18:19:32.737907,-0.11042711733479002,negative,[],26,19,twitter,user3930,"Mombasa, Kenya",,,,,0,2025-08-23,0,0.5,False,True,70,9,1,1,0,0,45,0
390,PSA: Get checked if you have fatigue. flu is spreading in Mombasa,nyeri,2025-09-20 06:04:32.737907,-0.15730738053469934,negative,[],45,32,twitter,user2401,"Nyeri, Kenya",,,,,0,2025-09-20,1,0.75,False,True,65,12,1,1,0,0,77,0
391,Is there a covid outbreak? Hearing lots of cases in Kisii,nyeri,2025-10-10 12:25:32.737907,-0.15535571833936082,negative,[],34,4,twitter,user8843,"Nyeri, Kenya",,,,,0,2025-10-10,1,1.0,True,False,57,11,1,1,0,0,38,0
392,Is there a yellow fever outbreak? Hearing lots of cases in Busia,bungoma,2025-08-24 19:50:32.737907,-0.13840650038888963,negative,[],35,5,twitter,user7398,"Bungoma, Kenya",,,,,0,2025-08-24,1,1.0,False,True,64,12,1,1,0,0,40,0
393,My friend has weakness and weakness. Should we worry about dengue?,meru,2025-08-25 08:16:32.742000,-0.10490064750466038,negative,[],16,79,twitter,user3549,"Meru, Kenya",,,,,0,2025-08-25,0,0.5,False,False,66,11,1,1,0,0,95,0
394,Is there a measles outbreak? Hearing lots of cases in Mombasa,thika,2025-09-21 13:58:32.742000,-0.1378026244066956,negative,[],32,89,twitter,user1625,"Thika, Kenya",,,,,0,2025-09-21,1,0.75,False,True,61,11,1,1,0,0,121,1
395,Visited hospital today - so many typhoid patients. Stay healthy Nairobi!,mombasa,2025-10-01 00:47:32.742000,-0.19815529931644627,negative,[],26,3,twitter,user1723,"Mombasa, Kenya",,,,,0,2025-10-01,0,0.5,False,False,72,11,1,1,0,0,29,0
396,Anyone else in Garissa experiencing headache? Worried about dengue,kisumu,2025-10-04 11:07:32.742000,-0.16449617749915962,negative,[],50,45,twitter,user2691,"Kisumu, Kenya",,,,,0,2025-10-04,0,0.5,True,True,66,9,1,1,0,0,95,0
397,Anyone else in Kisii experiencing sweating? Worried about malaria,nairobi,2025-09-10 07:53:32.746281,-0.2516082976093155,negative,[],1,86,twitter,user4025,"Nairobi, Kenya",,,,,0,2025-09-10,1,0.75,False,False,65,9,1,1,0,0,87,0
398,Health alert: typhoid cases increasing in Bungoma area,machakos,2025-07-28 18:09:32.747335,-0.2821554371152136,negative,[],46,100,twitter,user2628,"Machakos, Kenya",,,,,0,2025-07-28,0,0.5,False,False,54,8,1,1,0,0,146,1
399,Cases of measles reported in Nyeri. Please stay safe everyone!,bungoma,2025-09-10 22:56:32.747335,-0.25098084880004456,negative,[],17,45,twitter,user6264,"Bungoma, Kenya",,,,,0,2025-09-10,0,0.5,False,False,62,10,1,1,0,0,62,0
400,PSA: Get checked if you have sweating. malaria is spreading in Busia,busia,2025-08-13 08:47:32.747335,-0.15675568680585877,negative,[],48,57,twitter,user3859,"Busia, Kenya",,,,,0,2025-08-13,1,0.75,False,False,68,12,1,1,0,0,105,1
401,Is there a flu outbreak? Hearing lots of cases in Nyeri,nairobi,2025-09-22 22:35:32.747335,-0.2778013490148891,negative,[],21,74,twitter,user3899,"Nairobi, Kenya",,,,,0,2025-09-22,1,1.0,False,False,55,11,1,1,0,0,95,0
402,Bungoma residents reporting headache. Any idea what's going on?,machakos,2025-09-24 15:11:32.747335,-0.29402632467657563,negative,[],20,89,twitter,user2133,"Machakos, Kenya",,,,,0,2025-09-24,0,0.5,False,False,63,9,1,1,0,0,109,1
403,Experiencing headache and headache. Could this be pneumonia? #health #Kenya,thika,2025-08-19 19:16:32.747335,-0.15613807913732505,negative,[],43,49,twitter,user4091,"Thika, Kenya",,,,,0,2025-08-19,0,0.5,False,False,75,10,1,1,0,0,92,0
404,Is there a covid outbreak? Hearing lots of cases in Busia,thika,2025-09-14 16:26:32.747335,-0.1671686911691857,negative,[],12,94,twitter,user8926,"Thika, Kenya",,,,,0,2025-09-14,1,1.0,False,True,57,11,1,1,0,0,106,1
405,Busia residents reporting nausea. Any idea what's going on?,nyeri,2025-09-09 02:16:32.747335,-0.11521301061261088,negative,[],25,50,twitter,user1662,"Nyeri, Kenya",,,,,0,2025-09-09,0,0.5,False,False,59,9,1,1,0,0,75,0
406,Mombasa residents reporting chills. Any idea what's going on?,bungoma,2025-08-29 09:48:32.747335,-0.16579212097814383,negative,[],14,82,twitter,user3508,"Bungoma, Kenya",,,,,0,2025-08-29,0,0.5,False,False,61,9,1,1,0,0,96,0
407,Health alert: covid cases increasing in Meru area,kitale,2025-09-13 04:10:32.758006,-0.16475366183918588,negative,[],23,55,twitter,user5665,"Kitale, Kenya",,,,,0,2025-09-13,1,0.75,False,True,49,8,1,1,0,0,78,0
408,My friend has dizziness and dizziness. Should we worry about measles?,nyeri,2025-08-12 01:21:32.758006,-0.12030344632065335,negative,[],49,4,twitter,user8091,"Nyeri, Kenya",,,,,0,2025-08-12,0,0.5,False,False,69,11,1,1,0,0,53,0
409,PSA: Get checked if you have headache. flu is spreading in Kakamega,eldoret,2025-08-14 17:54:32.758006,-0.23653315560424815,negative,[],7,26,twitter,user1155,"Eldoret, Kenya",,,,,0,2025-08-14,1,0.75,False,False,67,12,1,1,0,0,33,0
410,PSA: Get checked if you have nausea. tuberculosis is spreading in Nyeri,eldoret,2025-07-18 15:50:32.758006,-0.2710377497245847,negative,[],33,52,twitter,user2958,"Eldoret, Kenya",,,,,0,2025-07-18,0,0.5,False,False,71,12,1,1,0,0,85,0
411,Visited hospital today - so many pneumonia patients. Stay healthy Nairobi!,kilifi,2025-10-09 18:56:32.758006,-0.11459646589777131,negative,[],12,37,twitter,user5433,"Kilifi, Kenya",,,,,0,2025-10-09,0,0.5,True,False,74,11,1,1,0,0,49,0
412,Experiencing fatigue and fatigue. Could this be cholera? #health #Kenya,nyeri,2025-08-02 02:45:32.758006,-0.15926637965135315,negative,[],45,27,twitter,user9309,"Nyeri, Kenya",,,,,0,2025-08-02,1,0.75,False,True,71,10,1,1,0,0,72,0
413,Cases of flu reported in Kericho. Please stay safe everyone!,bungoma,2025-07-22 16:14:32.762932,-0.16369175124182708,negative,[],26,71,twitter,user6597,"Bungoma, Kenya",,,,,0,2025-07-22,1,0.75,False,False,60,10,1,1,0,0,97,0
414,PSA: Get checked if you have fever. typhoid is spreading in Meru,nairobi,2025-08-07 16:46:32.763627,-0.1247491591484843,negative,[],36,79,twitter,user9518,"Nairobi, Kenya",,,,,0,2025-08-07,1,0.75,False,False,64,12,1,1,0,0,115,1
415,Nyeri residents reporting headache. Any idea what's going on?,kilifi,2025-08-06 02:26:32.763627,-0.17880754212328775,negative,[],15,41,twitter,user1772,"Kilifi, Kenya",,,,,0,2025-08-06,0,0.5,False,False,61,9,1,1,0,0,56,0
416,Cases of meningitis reported in Machakos. Please stay safe everyone!,kericho,2025-08-21 00:01:32.763627,-0.10101538988991918,negative,[],15,22,twitter,user2905,"Kericho, Kenya",,,,,0,2025-08-21,0,0.5,False,False,68,10,1,1,0,0,37,0
417,Visited hospital today - so many flu patients. Stay healthy Garissa!,nairobi,2025-09-30 23:43:32.763627,-0.2251934269711437,negative,[],42,16,twitter,user4081,"Nairobi, Kenya",,,,,0,2025-09-30,1,0.75,False,False,68,11,1,1,0,0,58,0
418,Visited hospital today - so many covid patients. Stay healthy Garissa!,kisumu,2025-09-10 17:47:32.763627,-0.23309266500908243,negative,[],8,16,twitter,user4062,"Kisumu, Kenya",,,,,0,2025-09-10,1,0.75,False,False,70,11,1,1,0,0,24,0
419,Health alert: meningitis cases increasing in Malindi area,meru,2025-08-27 05:13:32.763627,-0.13121649424298548,negative,[],15,16,twitter,user3755,"Meru, Kenya",,,,,0,2025-08-27,0,0.5,False,False,57,8,1,1,0,0,31,0
420,Health alert: meningitis cases increasing in Bungoma area,kilifi,2025-09-06 14:51:32.763627,-0.29876925351868433,negative,[],29,32,twitter,user7139,"Kilifi, Kenya",,,,,0,2025-09-06,0,0.5,False,True,57,8,1,1,0,0,61,0
421,Experiencing sweating and sweating. Could this be cholera? #health #Kenya,eldoret,2025-10-03 20:37:32.763627,-0.1535009569118579,negative,[],6,68,twitter,user5063,"Eldoret, Kenya",,,,,0,2025-10-03,1,0.75,False,False,73,10,1,1,0,0,74,0
422,PSA: Get checked if you have sweating. diarrhea is spreading in Machakos,kericho,2025-09-11 16:34:32.763627,-0.19889062480933434,negative,[],15,91,twitter,user5899,"Kericho, Kenya",,,,,0,2025-09-11,0,0.5,False,False,72,12,1,1,0,0,106,1
423,Visited hospital today - so many covid patients. Stay healthy Bungoma!,nairobi,2025-08-18 20:15:32.763627,-0.2823065761964721,negative,[],15,99,twitter,user4694,"Nairobi, Kenya",,,,,0,2025-08-18,1,0.75,False,False,70,11,1,1,0,0,114,1
424,Anyone else in Meru experiencing sweating? Worried about diarrhea,eldoret,2025-08-30 10:27:32.763627,-0.1537407121631546,negative,[],21,36,twitter,user6415,"Eldoret, Kenya",,,,,0,2025-08-30,0,0.5,False,True,65,9,1,1,0,0,57,0
425,"Feeling terrible - cough, cough and cough. Hope it's not diarrhea",nairobi,2025-08-05 09:32:32.773843,-0.16292850142854226,negative,[],45,9,twitter,user7691,"Nairobi, Kenya",,,,,0,2025-08-05,0,0.5,False,False,65,11,1,1,0,0,54,0
426,Health alert: flu cases increasing in Meru area,nairobi,2025-08-03 12:33:32.773843,-0.17644371132604694,negative,[],31,82,twitter,user5349,"Nairobi, Kenya",,,,,0,2025-08-03,1,0.75,False,True,47,8,1,1,0,0,113,1
427,Cases of pneumonia reported in Kisii. Please stay safe everyone!,kitale,2025-09-20 14:04:32.776062,-0.26035738434705535,negative,[],29,45,twitter,user9278,"Kitale, Kenya",,,,,0,2025-09-20,0,0.5,False,True,64,10,1,1,0,0,74,0
428,Experiencing nausea and nausea. Could this be diarrhea? #health #Kenya,garissa,2025-09-20 20:43:32.776062,-0.17340355175503697,negative,[],27,78,twitter,user5043,"Garissa, Kenya",,,,,0,2025-09-20,0,0.5,False,True,70,10,1,1,0,0,105,1
429,Is there a pneumonia outbreak? Hearing lots of cases in Nairobi,machakos,2025-08-07 03:34:32.776062,-0.2937624595328952,negative,[],45,44,twitter,user8691,"Machakos, Kenya",,,,,0,2025-08-07,1,0.75,False,False,63,11,1,1,0,0,89,0
430,Visited hospital today - so many flu patients. Stay healthy Kakamega!,nyeri,2025-07-14 18:51:32.776062,-0.23157324003115076,negative,[],49,66,twitter,user3626,"Nyeri, Kenya",,,,,0,2025-07-14,1,0.75,False,False,69,11,1,1,0,0,115,1
431,Anyone else in Kakamega experiencing headache? Worried about covid,kakamega,2025-09-24 02:26:32.776062,-0.10898600831548452,negative,[],23,72,twitter,user4970,"Kakamega, Kenya",,,,,0,2025-09-24,1,0.75,False,False,66,9,1,1,0,0,95,0
432,My friend has chills and chills. Should we worry about diarrhea?,kakamega,2025-09-30 00:48:32.776062,-0.16171781379254246,negative,[],6,55,twitter,user3588,"Kakamega, Kenya",,,,,0,2025-09-30,0,0.5,False,False,64,11,1,1,0,0,61,0
433,Is there a pneumonia outbreak? Hearing lots of cases in Bungoma,kericho,2025-07-26 01:48:32.782282,-0.22168745312532329,negative,[],37,1,twitter,user7334,"Kericho, Kenya",,,,,0,2025-07-26,1,0.75,False,True,63,11,1,1,0,0,38,0
434,PSA: Get checked if you have nausea. measles is spreading in Meru,malindi,2025-09-05 00:52:32.782282,-0.1362463972437799,negative,[],40,91,twitter,user7062,"Malindi, Kenya",,,,,0,2025-09-05,0,0.5,False,False,65,12,1,1,0,0,131,1
435,Health alert: covid cases increasing in Kisii area,busia,2025-08-09 09:05:32.782282,-0.2117271647929279,negative,[],28,79,twitter,user8941,"Busia, Kenya",,,,,0,2025-08-09,1,0.75,False,True,50,8,1,1,0,0,107,1
436,Cases of malaria reported in Kitale. Please stay safe everyone!,kisii,2025-08-01 14:36:32.784512,-0.12410250614190227,negative,[],14,11,twitter,user9450,"Kisii, Kenya",,,,,0,2025-08-01,1,0.75,False,False,63,10,1,1,0,0,25,0
437,"Feeling terrible - fever, fever and fever. Hope it's not measles",nyeri,2025-10-08 09:14:32.784512,-0.25933743012361443,negative,[],3,13,twitter,user1351,"Nyeri, Kenya",,,,,0,2025-10-08,1,0.75,True,False,64,11,1,1,0,0,16,0
438,Anyone else in Eldoret experiencing fatigue? Worried about meningitis,nairobi,2025-08-23 23:30:32.784512,-0.12666898635598842,negative,[],9,67,twitter,user5461,"Nairobi, Kenya",,,,,0,2025-08-23,0,0.5,False,True,69,9,1,1,0,0,76,0
439,Experiencing fatigue and fatigue. Could this be flu? #health #Kenya,kakamega,2025-07-29 09:57:32.788181,-0.24703774262810982,negative,[],48,100,twitter,user1245,"Kakamega, Kenya",,,,,0,2025-07-29,1,0.75,False,False,67,10,1,1,0,0,148,1
440,Visited hospital today - so many measles patients. Stay healthy Machakos!,thika,2025-09-20 13:14:32.788181,-0.245116807931092,negative,[],14,89,twitter,user9953,"Thika, Kenya",,,,,0,2025-09-20,0,0.5,False,True,73,11,1,1,0,0,103,1
441,Is there a measles outbreak? Hearing lots of cases in Kitale,eldoret,2025-08-30 09:28:32.790237,-0.19586002234962016,negative,[],1,64,twitter,user9942,"Eldoret, Kenya",,,,,0,2025-08-30,1,0.75,False,True,60,11,1,1,0,0,65,0
442,Anyone else in Nairobi experiencing vomiting? Worried about meningitis,nairobi,2025-07-15 05:21:32.790237,-0.21806534345114087,negative,[],33,61,twitter,user7643,"Nairobi, Kenya",,,,,0,2025-07-15,0,0.5,False,False,70,9,1,1,0,0,94,0
443,Visited hospital today - so many covid patients. Stay healthy Nairobi!,garissa,2025-10-04 16:03:32.790237,-0.2459598654643938,negative,[],32,92,twitter,user7863,"Garissa, Kenya",,,,,0,2025-10-04,1,0.75,True,True,70,11,1,1,0,0,124,1
444,Anyone else in Kakamega experiencing headache? Worried about tuberculosis,kakamega,2025-07-29 11:05:32.790237,-0.19813417446771525,negative,[],13,60,twitter,user4754,"Kakamega, Kenya",,,,,0,2025-07-29,0,0.5,False,False,73,9,1,1,0,0,73,0
445,Bungoma residents reporting weakness. Any idea what's going on?,bungoma,2025-08-27 13:42:32.790237,-0.29637544074614547,negative,[],33,52,twitter,user4736,"Bungoma, Kenya",,,,,0,2025-08-27,0,0.5,False,False,63,9,1,1,0,0,85,0
446,Health alert: yellow fever cases increasing in Kilifi area,bungoma,2025-09-04 22:26:32.790237,-0.21629241276279051,negative,[],32,3,twitter,user6261,"Bungoma, Kenya",,,,,0,2025-09-04,1,0.75,False,False,58,9,1,1,0,0,35,0
447,Anyone else in Malindi experiencing vomiting? Worried about measles,nyeri,2025-08-29 19:12:32.796116,-0.13799288115167394,negative,[],26,7,twitter,user2996,"Nyeri, Kenya",,,,,0,2025-08-29,0,0.5,False,False,67,9,1,1,0,0,33,0
448,Kisii residents reporting fever. Any idea what's going on?,kakamega,2025-07-19 17:11:32.796116,-0.14093692074962205,negative,[],25,15,twitter,user7884,"Kakamega, Kenya",,,,,0,2025-07-19,1,0.75,False,True,58,9,1,1,0,0,40,0
449,Visited hospital today - so many malaria patients. Stay healthy Busia!,mombasa,2025-07-16 06:36:32.798155,-0.28289097235815447,negative,[],14,49,twitter,user9134,"Mombasa, Kenya",,,,,0,2025-07-16,1,0.75,False,False,70,11,1,1,0,0,63,0
450,Health alert: cholera cases increasing in Meru area,kilifi,2025-09-11 08:52:32.798155,-0.19348873921790777,negative,[],13,63,twitter,user6154,"Kilifi, Kenya",,,,,0,2025-09-11,1,0.75,False,False,51,8,1,1,0,0,76,0
451,Malindi residents reporting sweating. Any idea what's going on?,bungoma,2025-09-09 14:14:32.800163,-0.12851498894295899,negative,[],6,34,twitter,user3489,"Bungoma, Kenya",,,,,0,2025-09-09,0,0.5,False,False,63,9,1,1,0,0,40,0
452,My friend has vomiting and vomiting. Should we worry about diarrhea?,nairobi,2025-08-08 18:13:32.800163,-0.13051530724973157,negative,[],23,10,twitter,user9662,"Nairobi, Kenya",,,,,0,2025-08-08,0,0.5,False,False,68,11,1,1,0,0,33,0
453,Experiencing headache and headache. Could this be dengue? #health #Kenya,bungoma,2025-09-14 08:45:32.800163,-0.13151788878093013,negative,[],17,27,twitter,user6430,"Bungoma, Kenya",,,,,0,2025-09-14,0,0.5,False,True,72,10,1,1,0,0,44,0
454,Is there a measles outbreak? Hearing lots of cases in Thika,mombasa,2025-10-09 18:52:32.800163,-0.27806067554050967,negative,[],20,25,twitter,user6082,"Mombasa, Kenya",,,,,0,2025-10-09,1,0.75,True,False,59,11,1,1,0,0,45,0
455,Nyeri residents reporting fatigue. Any idea what's going on?,thika,2025-09-05 04:20:32.800163,-0.23181011921076142,negative,[],47,46,twitter,user3323,"Thika, Kenya",,,,,0,2025-09-05,0,0.5,False,False,60,9,1,1,0,0,93,0
456,"Feeling terrible - chills, chills and chills. Hope it's not pneumonia",kisumu,2025-09-24 07:07:32.800163,-0.1572061710030699,negative,[],27,97,twitter,user4295,"Kisumu, Kenya",,,,,0,2025-09-24,0,0.5,False,False,69,11,1,1,0,0,124,1
457,Kilifi residents reporting cough. Any idea what's going on?,kisii,2025-09-08 10:28:32.800163,-0.15130184834986676,negative,[],31,80,twitter,user1842,"Kisii, Kenya",,,,,0,2025-09-08,0,0.5,False,False,59,9,1,1,0,0,111,1
458,Anyone else in Busia experiencing chills? Worried about diarrhea,meru,2025-07-20 13:48:32.800163,-0.1989314988305238,negative,[],43,92,twitter,user7164,"Meru, Kenya",,,,,0,2025-07-20,0,0.5,False,True,64,9,1,1,0,0,135,1
459,Visited hospital today - so many malaria patients. Stay healthy Kitale!,kilifi,2025-07-24 14:58:32.800163,-0.13299379973865222,negative,[],38,49,twitter,user3846,"Kilifi, Kenya",,,,,0,2025-07-24,1,0.75,False,False,71,11,1,1,0,0,87,0
461,Cases of diarrhea reported in Kitale. Please stay safe everyone!,malindi,2025-10-02 04:29:32.800163,-0.2901580718736826,negative,[],17,19,twitter,user3243,"Malindi, Kenya",,,,,0,2025-10-02,0,0.5,False,False,64,10,1,1,0,0,36,0
462,"Feeling terrible - dizziness, dizziness and dizziness. Hope it's not pneumonia",kilifi,2025-08-13 07:31:32.800163,-0.19315847722768048,negative,[],22,22,twitter,user4944,"Kilifi, Kenya",,,,,0,2025-08-13,0,0.5,False,False,78,11,1,1,0,0,44,0
463,"Feeling terrible - sweating, sweating and sweating. Hope it's not measles",kitale,2025-07-17 05:49:32.811897,-0.258935365862262,negative,[],11,46,twitter,user5858,"Kitale, Kenya",,,,,0,2025-07-17,0,0.5,False,False,73,11,1,1,0,0,57,0
464,My friend has fever and fever. Should we worry about tuberculosis?,kitale,2025-08-21 08:21:32.813820,-0.17343640160248586,negative,[],26,96,twitter,user4649,"Kitale, Kenya",,,,,0,2025-08-21,1,0.75,False,False,66,11,1,1,0,0,122,1
465,Cases of covid reported in Kilifi. Please stay safe everyone!,kilifi,2025-10-09 03:46:32.815423,-0.16560814455541623,negative,[],34,82,twitter,user8824,"Kilifi, Kenya",,,,,0,2025-10-09,1,0.75,True,False,61,10,1,1,0,0,116,1
466,Anyone else in Mombasa experiencing cough? Worried about flu,kakamega,2025-08-29 20:53:32.815423,-0.1610070829505195,negative,[],7,58,twitter,user1866,"Kakamega, Kenya",,,,,0,2025-08-29,1,0.75,False,False,60,9,1,1,0,0,65,0
467,Kitale residents reporting chills. Any idea what's going on?,eldoret,2025-08-19 20:54:32.815423,-0.18751607654635422,negative,[],25,21,twitter,user3009,"Eldoret, Kenya",,,,,0,2025-08-19,0,0.5,False,False,60,9,1,1,0,0,46,0
468,Malindi residents reporting weakness. Any idea what's going on?,busia,2025-09-08 08:41:32.820387,-0.13131082640201994,negative,[],31,62,twitter,user7276,"Busia, Kenya",,,,,0,2025-09-08,0,0.5,False,False,63,9,1,1,0,0,93,0
469,Visited hospital today - so many yellow fever patients. Stay healthy Nakuru!,kisumu,2025-08-30 01:34:32.820387,-0.11751275215171333,negative,[],43,59,twitter,user3785,"Kisumu, Kenya",,,,,0,2025-08-30,1,0.75,False,True,76,12,1,1,0,0,102,1
470,Anyone else in Nyeri experiencing sweating? Worried about tuberculosis,malindi,2025-08-19 15:34:32.820387,-0.11015116744309986,negative,[],43,76,twitter,user4913,"Malindi, Kenya",,,,,0,2025-08-19,0,0.5,False,False,70,9,1,1,0,0,119,1
471,Health alert: tuberculosis cases increasing in Thika area,busia,2025-08-21 22:54:32.820387,-0.11153943603780206,negative,[],6,15,twitter,user1275,"Busia, Kenya",,,,,0,2025-08-21,0,0.5,False,False,57,8,1,1,0,0,21,0
472,Is there a malaria outbreak? Hearing lots of cases in Busia,nakuru,2025-10-08 16:26:32.820387,-0.25822541334265064,negative,[],42,87,twitter,user6961,"Nakuru, Kenya",,,,,0,2025-10-08,1,1.0,True,False,59,11,1,1,0,0,129,1
473,"Feeling terrible - vomiting, vomiting and vomiting. Hope it's not dengue",meru,2025-08-13 01:37:32.820387,-0.23859881428490343,negative,[],29,29,twitter,user9833,"Meru, Kenya",,,,,0,2025-08-13,0,0.5,False,False,72,11,1,1,0,0,58,0
474,Anyone else in Kericho experiencing nausea? Worried about tuberculosis,kericho,2025-09-26 04:18:32.820387,-0.10743388265767997,negative,[],17,61,twitter,user6664,"Kericho, Kenya",,,,,0,2025-09-26,0,0.5,False,False,70,9,1,1,0,0,78,0
475,Kitale residents reporting weakness. Any idea what's going on?,malindi,2025-09-14 03:12:32.820387,-0.13915654678938866,negative,[],43,33,twitter,user9566,"Malindi, Kenya",,,,,0,2025-09-14,0,0.5,False,True,62,9,1,1,0,0,76,0
476,Anyone else in Nyeri experiencing fatigue? Worried about measles,machakos,2025-09-30 22:12:32.820387,-0.1963496694730803,negative,[],49,5,twitter,user7223,"Machakos, Kenya",,,,,0,2025-09-30,0,0.5,False,False,64,9,1,1,0,0,54,0
477,Cases of malaria reported in Bungoma. Please stay safe everyone!,thika,2025-07-27 06:19:32.820387,-0.22798828273627045,negative,[],23,55,twitter,user8905,"Thika, Kenya",,,,,0,2025-07-27,1,0.75,False,True,64,10,1,1,0,0,78,0
478,Kitale residents reporting cough. Any idea what's going on?,kisii,2025-09-27 18:23:32.820387,-0.17891786738492388,negative,[],44,38,twitter,user3220,"Kisii, Kenya",,,,,0,2025-09-27,0,0.5,False,True,59,9,1,1,0,0,82,0
479,Visited hospital today - so many yellow fever patients. Stay healthy Nakuru!,busia,2025-10-07 01:18:32.820387,-0.16181790987028585,negative,[],46,47,twitter,user1505,"Busia, Kenya",,,,,0,2025-10-07,1,0.75,True,False,76,12,1,1,0,0,93,0
480,My friend has cough and cough. Should we worry about cholera?,kisii,2025-08-14 06:55:32.820387,-0.14169335850441464,negative,[],32,90,twitter,user4371,"Kisii, Kenya",,,,,0,2025-08-14,1,0.75,False,False,61,11,1,1,0,0,122,1
481,"Feeling terrible - headache, headache and headache. Hope it's not pneumonia",busia,2025-08-27 00:14:32.829695,-0.10222660821393315,negative,[],26,48,twitter,user1018,"Busia, Kenya",,,,,0,2025-08-27,0,0.5,False,False,75,11,1,1,0,0,74,0
482,Experiencing fever and fever. Could this be cholera? #health #Kenya,thika,2025-09-10 08:15:32.829695,-0.21581526182547126,negative,[],38,3,twitter,user4787,"Thika, Kenya",,,,,0,2025-09-10,1,1.0,False,False,67,10,1,1,0,0,41,0
483,Anyone else in Machakos experiencing pain? Worried about cholera,nairobi,2025-07-24 09:18:32.829695,-0.26591325148126205,negative,[],4,17,twitter,user2287,"Nairobi, Kenya",,,,,0,2025-07-24,1,0.75,False,False,64,9,1,1,0,0,21,0
484,Anyone else in Mombasa experiencing weakness? Worried about measles,busia,2025-08-22 02:17:32.829695,-0.18515936065505162,negative,[],12,97,twitter,user2652,"Busia, Kenya",,,,,0,2025-08-22,0,0.5,False,False,67,9,1,1,0,0,109,1
485,Anyone else in Meru experiencing vomiting? Worried about flu,nyeri,2025-08-22 06:47:32.834080,-0.20845781524915352,negative,[],43,18,twitter,user4592,"Nyeri, Kenya",,,,,0,2025-08-22,1,0.75,False,False,60,9,1,1,0,0,61,0
486,Visited hospital today - so many cholera patients. Stay healthy Eldoret!,nakuru,2025-07-31 20:09:32.834080,-0.2582672390902767,negative,[],10,59,twitter,user5909,"Nakuru, Kenya",,,,,0,2025-07-31,1,0.75,False,False,72,11,1,1,0,0,69,0
487,Anyone else in Eldoret experiencing cough? Worried about influenza,kericho,2025-09-13 12:42:32.834080,-0.15672105208187295,negative,[],16,70,twitter,user6672,"Kericho, Kenya",,,,,0,2025-09-13,1,0.75,False,True,66,9,1,1,0,0,86,0
488,Anyone else in Thika experiencing fever? Worried about dengue,bungoma,2025-07-16 07:02:32.836086,-0.13656688634769026,negative,[],9,67,twitter,user1225,"Bungoma, Kenya",,,,,0,2025-07-16,1,0.75,False,False,61,9,1,1,0,0,76,0
489,"Feeling terrible - headache, headache and headache. Hope it's not flu",malindi,2025-08-29 18:04:32.837373,-0.14971347730357085,negative,[],31,26,twitter,user2414,"Malindi, Kenya",,,,,0,2025-08-29,1,0.75,False,False,69,11,1,1,0,0,57,0
490,My friend has fatigue and fatigue. Should we worry about flu?,thika,2025-09-06 04:22:32.837373,-0.24842647825792352,negative,[],5,2,twitter,user2445,"Thika, Kenya",,,,,0,2025-09-06,0,0.5,False,True,61,11,1,1,0,0,7,0
491,Health alert: typhoid cases increasing in Nakuru area,bungoma,2025-07-31 02:05:32.837373,-0.152438970295178,negative,[],30,10,twitter,user6350,"Bungoma, Kenya",,,,,0,2025-07-31,0,0.5,False,False,53,8,1,1,0,0,40,0
492,Experiencing dizziness and dizziness. Could this be influenza? #health #Kenya,thika,2025-08-26 19:03:32.837373,-0.2503763312732129,negative,[],2,51,twitter,user5366,"Thika, Kenya",,,,,0,2025-08-26,1,0.75,False,False,77,10,1,1,0,0,53,0
493,Is there a flu outbreak? Hearing lots of cases in Nairobi,kitale,2025-08-26 08:03:32.837373,-0.22440414088942315,negative,[],11,55,twitter,user5429,"Kitale, Kenya",,,,,0,2025-08-26,1,1.0,False,False,57,11,1,1,0,0,66,0
494,Health alert: dengue cases increasing in Machakos area,eldoret,2025-10-01 21:21:32.837373,-0.20950716767354335,negative,[],10,60,twitter,user6376,"Eldoret, Kenya",,,,,0,2025-10-01,0,0.5,False,False,54,8,1,1,0,0,70,0
495,Visited hospital today - so many meningitis patients. Stay healthy Meru!,eldoret,2025-08-12 01:08:32.837373,-0.16525526545886832,negative,[],48,52,twitter,user2934,"Eldoret, Kenya",,,,,0,2025-08-12,0,0.5,False,False,72,11,1,1,0,0,100,1
